race_id,municipality,csd,first_name,last_name,party,votes_received,total_votes,incumbent,elected,acclaimed,gender,election_year,election_date,position,ward,magnitude,source,province,region,pop_2016
Toronto2000mayor99,Toronto,NA,Brian,Fischer,,1817,604394,0,0,0,M,2000,13-Nov-00,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2000mayor99,Toronto,NA,Kevin,Clarke,,4147,604394,0,0,0,M,2000,13-Nov-00,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2000mayor99,Toronto,NA,Tim,Duncan,,2253,604394,0,0,0,M,2000,13-Nov-00,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2000mayor99,Toronto,NA,Duri,Naimji,,1640,604394,0,0,0,M,2000,13-Nov-00,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2000mayor99,Toronto,NA,Tooker,Gomberg,,51111,604394,0,0,0,M,2000,13-Nov-00,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2000mayor99,Toronto,NA,Enza,Anderson,,13595,604394,0,0,0,F,2000,13-Nov-00,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2000mayor99,Toronto,NA,Frenchie,McFarlane,,1635,604394,0,0,0,M,2000,13-Nov-00,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2000mayor99,Toronto,NA,Victor,Fraser,,1638,604394,0,0,0,M,2000,13-Nov-00,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2000mayor99,Toronto,NA,Hazel,Jackson,,5310,604394,0,0,0,F,2000,13-Nov-00,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2000mayor99,Toronto,NA,Daniel,Carras,,3534,604394,0,0,0,M,2000,13-Nov-00,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2003mayor99,Toronto,NA,Barbara,Hall,,63751,692085,0,0,0,F,2003,10-Nov-03,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2003mayor99,Toronto,NA,John,Jahshan,,703,692085,0,0,0,M,2003,10-Nov-03,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2003mayor99,Toronto,NA,Paul,Lewin,,271,692085,0,0,0,M,2003,10-Nov-03,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2003mayor99,Toronto,NA,Rabindra,Prashad,,271,692085,0,0,0,M,2003,10-Nov-03,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2003mayor99,Toronto,NA,Douglas,Campbell,,2197,692085,0,0,0,M,2003,10-Nov-03,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2003mayor99,Toronto,NA,Ben,Kerr,,433,692085,0,0,0,M,2003,10-Nov-03,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2003mayor99,Toronto,NA,Aleksandar,Glisic,,420,692085,0,0,0,M,2003,10-Nov-03,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2003mayor99,Toronto,NA,Gerald,Derome,,278,692085,0,0,0,M,2003,10-Nov-03,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2003mayor99,Toronto,NA,Jaime,Castillo,,1616,692085,0,0,0,M,2003,10-Nov-03,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2003mayor99,Toronto,NA,Abel,Van Wyk,,332,692085,0,0,0,M,2003,10-Nov-03,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2003mayor99,Toronto,NA,Barry,Pletch,,110,692085,0,0,0,M,2003,10-Nov-03,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2003mayor99,Toronto,NA,Scott,Yee,,551,692085,0,0,0,M,2003,10-Nov-03,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2003mayor99,Toronto,NA,Patricia,O'Beirne,,358,692085,0,0,0,F,2003,10-Nov-03,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2003mayor99,Toronto,NA,Kendal,Csak,,193,692085,0,0,0,M,2003,10-Nov-03,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2003mayor99,Toronto,NA,Ram,Narula,,645,692085,0,0,0,M,2003,10-Nov-03,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2003mayor99,Toronto,NA,Elias,Makhoul,,644,692085,0,0,0,M,2003,10-Nov-03,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2003mayor99,Toronto,NA,Mehmet,Yagiz,,193,692085,0,0,0,M,2003,10-Nov-03,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2003mayor99,Toronto,NA,Simon,Shaw,,376,692085,0,0,0,M,2003,10-Nov-03,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2003mayor99,Toronto,NA,Monowar,Hossain,,537,692085,0,0,0,M,2003,10-Nov-03,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2003mayor99,Toronto,NA,Tom,Jakobek,,5277,692085,0,0,0,M,2003,10-Nov-03,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2003mayor99,Toronto,NA,Kevin,Clarke,,804,692085,0,0,0,M,2003,10-Nov-03,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2003mayor99,Toronto,NA,John,Hartnett,,803,692085,0,0,0,M,2003,10-Nov-03,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2003mayor99,Toronto,NA,Richard,Weston,,133,692085,0,0,0,M,2003,10-Nov-03,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2003mayor99,Toronto,NA,Duri,Naimji,,569,692085,0,0,0,M,2003,10-Nov-03,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2003mayor99,Toronto,NA,Gary,Benner,,802,692085,0,0,0,M,2003,10-Nov-03,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2003mayor99,Toronto,NA,Michael,Brausewetter,,672,692085,0,0,0,M,2003,10-Nov-03,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2003mayor99,Toronto,NA,Ronald,Graham,,619,692085,0,0,0,M,2003,10-Nov-03,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2003mayor99,Toronto,NA,Daniel,Poremski,,627,692085,0,0,0,M,2003,10-Nov-03,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2003mayor99,Toronto,NA,Axcel,Cocon,,498,692085,0,0,0,M,2003,10-Nov-03,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2003mayor99,Toronto,NA,Hardy,Dhir,,199,692085,0,0,0,M,2003,10-Nov-03,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2003mayor99,Toronto,NA,David,Miller,,299385,692085,0,1,0,M,2003,10-Nov-03,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2003mayor99,Toronto,NA,Ahmad,Shehab,,2084,692085,0,0,0,M,2003,10-Nov-03,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2003mayor99,Toronto,NA,David,Lichacz,,659,692085,0,0,0,M,2003,10-Nov-03,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2003mayor99,Toronto,NA,John,Nunziata,,36021,692085,0,0,0,M,2003,10-Nov-03,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2003mayor99,Toronto,NA,John,Tory,,263189,692085,0,0,0,M,2003,10-Nov-03,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2003mayor99,Toronto,NA,Luis,Silva,,1305,692085,0,0,0,M,2003,10-Nov-03,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2003mayor99,Toronto,NA,Fen,Peters,,598,692085,0,0,0,M,2003,10-Nov-03,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2003mayor99,Toronto,NA,Ratan,Wadhwa,,121,692085,0,0,0,M,2003,10-Nov-03,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2003mayor99,Toronto,NA,Mitch,Gold,,412,692085,0,0,0,M,2003,10-Nov-03,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2003mayor99,Toronto,NA,Albert,Howell,,717,692085,0,0,0,M,2003,10-Nov-03,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2003mayor99,Toronto,NA,Don,Andrews,,1220,692085,0,0,0,M,2003,10-Nov-03,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2003mayor99,Toronto,NA,Timothy,Mcauliffe,,821,692085,0,0,0,M,2003,10-Nov-03,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2003mayor99,Toronto,NA,Benjamin,Mbaegbu,,288,692085,0,0,0,M,2003,10-Nov-03,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2003mayor99,Toronto,NA,Hashmat,Safi,,383,692085,0,0,0,M,2003,10-Nov-03,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2006mayor99,Toronto,NA,Glenn,Coles,,1019,584484,0,0,0,M,2006,13-Nov-06,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2006mayor99,Toronto,NA,David,Schiebel,,498,584484,0,0,0,M,2006,13-Nov-06,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2006mayor99,Toronto,NA,Gerald,Derome,,578,584484,0,0,0,M,2006,13-Nov-06,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2006mayor99,Toronto,NA,Nicholas,Brooks,,1397,584484,0,0,0,M,2006,13-Nov-06,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2006mayor99,Toronto,NA,David,Dicks,,1283,584484,0,0,0,M,2006,13-Nov-06,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2006mayor99,Toronto,NA,Rodney,Muir,,1458,584484,0,0,0,M,2006,13-Nov-06,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2006mayor99,Toronto,NA,Dave,Demoulin,,601,584484,0,0,0,M,2006,13-Nov-06,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2006mayor99,Toronto,NA,Joseph,Young,,2264,584484,0,0,0,M,2006,13-Nov-06,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2006mayor99,Toronto,NA,David,Miller,,332969,584484,1,1,0,M,2006,13-Nov-06,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2006mayor99,Toronto,NA,John,Porter,,1348,584484,0,0,0,M,2006,13-Nov-06,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2006mayor99,Toronto,NA,Duri,Naimji,,1240,584484,0,0,0,M,2006,13-Nov-06,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2006mayor99,Toronto,NA,Shaun,Bruce,,2820,584484,0,0,0,M,2006,13-Nov-06,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2006mayor99,Toronto,NA,Joel,Rubinovich,,1642,584484,0,0,0,M,2006,13-Nov-06,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2006mayor99,Toronto,NA,Monowar,Hossain,,2726,584484,0,0,0,M,2006,13-Nov-06,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2006mayor99,Toronto,NA,John,Weingust,,312,584484,0,0,0,M,2006,13-Nov-06,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2006mayor99,Toronto,NA,Ryan,Goldhar,,787,584484,0,0,0,M,2006,13-Nov-06,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2006mayor99,Toronto,NA,Kevin,Clarke,,2081,584484,0,0,0,M,2006,13-Nov-06,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2006mayor99,Toronto,NA,Paul,Sheldon,,624,584484,0,0,0,M,2006,13-Nov-06,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2006mayor99,Toronto,NA,Ratan,Wadhwa,,696,584484,0,0,0,M,2006,13-Nov-06,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2006mayor99,Toronto,NA,Bob,Smith,,1105,584484,0,0,0,M,2006,13-Nov-06,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2006mayor99,Toronto,NA,David,Vallance,,486,584484,0,0,0,M,2006,13-Nov-06,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2006mayor99,Toronto,NA,Douglas,Campbell,,4183,584484,0,0,0,M,2006,13-Nov-06,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2006mayor99,Toronto,NA,Diana-De,Maxted,,1311,584484,0,0,0,F,2006,13-Nov-06,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2006mayor99,Toronto,NA,Hazel,Jackson,,3333,584484,0,0,0,F,2006,13-Nov-06,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2006mayor99,Toronto,NA,Soumen,Deb,,517,584484,0,0,0,M,2006,13-Nov-06,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2006mayor99,Toronto,NA,Mitch,Goldhar,,880,584484,0,0,0,M,2006,13-Nov-06,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2006mayor99,Toronto,NA,Thomas,Shipley,,574,584484,0,0,0,M,2006,13-Nov-06,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2006mayor99,Toronto,NA,Lee,Romano,,3108,584484,0,0,0,M,2006,13-Nov-06,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2006mayor99,Toronto,NA,Peter,Styrsky,,945,584484,0,0,0,M,2006,13-Nov-06,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2006mayor99,Toronto,NA,Mark,State,,194,584484,0,0,0,M,2006,13-Nov-06,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2006mayor99,Toronto,NA,Stephen,Ledrew,,8078,584484,0,0,0,M,2006,13-Nov-06,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2006mayor99,Toronto,NA,Michael,Alexander,,5247,584484,0,0,0,M,2006,13-Nov-06,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2006mayor99,Toronto,NA,Jane,Pitfield,,188932,584484,0,0,0,F,2006,13-Nov-06,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2006mayor99,Toronto,NA,Scotty,Yee,,1538,584484,0,0,0,M,2006,13-Nov-06,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2006mayor99,Toronto,NA,Jaime,Castillo,,5215,584484,0,0,0,M,2006,13-Nov-06,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2006mayor99,Toronto,NA,Mark,Korolnek,,1079,584484,0,0,0,M,2006,13-Nov-06,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2006mayor99,Toronto,NA,Mehmet Ali,Yagiz,,753,584484,0,0,0,M,2006,13-Nov-06,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2006mayor99,Toronto,NA,Adam,Sit,,663,584484,0,0,0,M,2006,13-Nov-06,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2010mayor99,Toronto,NA,Tibor,Steinberger,,735,813984,0,0,0,M,2010,25-Oct-10,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2010mayor99,Toronto,NA,Joseph,Pampena,,1319,813984,0,0,0,M,2010,25-Oct-10,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2010mayor99,Toronto,NA,Barry,Goodhead,,740,813984,0,0,0,M,2010,25-Oct-10,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2010mayor99,Toronto,NA,Howard,Gomberg,,477,813984,0,0,0,M,2010,25-Oct-10,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2010mayor99,Toronto,NA,Michael,Brausewetter,,796,813984,0,0,0,M,2010,25-Oct-10,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2010mayor99,Toronto,NA,Phil,Taylor,,429,813984,0,0,0,M,2010,25-Oct-10,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2010mayor99,Toronto,NA,Keith,Cole,,801,813984,0,0,0,M,2010,25-Oct-10,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2010mayor99,Toronto,NA,Mark,State,,438,813984,0,0,0,M,2010,25-Oct-10,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2010mayor99,Toronto,NA,Monowar,Hossain,,1194,813984,0,0,0,M,2010,25-Oct-10,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2010mayor99,Toronto,NA,Diane,Devenyi,,629,813984,0,0,0,F,2010,25-Oct-10,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2010mayor99,Toronto,NA,Michael,Alexander,,2470,813984,0,0,0,M,2010,25-Oct-10,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2010mayor99,Toronto,NA,Vijay,Sarma,,2264,813984,0,0,0,M,2010,25-Oct-10,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2010mayor99,Toronto,NA,David,Epstein,,1202,813984,0,0,0,M,2010,25-Oct-10,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2010mayor99,Toronto,NA,Ratan,Wadhwa,,290,813984,0,0,0,M,2010,25-Oct-10,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2010mayor99,Toronto,NA,Abdullah-Baquie,Ghazi,,2761,813984,0,0,0,M,2010,25-Oct-10,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2010mayor99,Toronto,NA,Christopher,Ball,,696,813984,0,0,0,M,2010,25-Oct-10,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2010mayor99,Toronto,NA,Gerald,Derome,,251,813984,0,0,0,M,2010,25-Oct-10,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2010mayor99,Toronto,NA,Rocco,Achampong,,2805,813984,0,0,0,M,2010,25-Oct-10,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2010mayor99,Toronto,NA,Jaime,Catillo,,1874,813984,0,0,0,M,2010,25-Oct-10,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2010mayor99,Toronto,NA,Charlene,Cottle,,733,813984,0,0,0,F,2010,25-Oct-10,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2010mayor99,Toronto,NA,Rob,Ford,,383501,813984,0,1,0,M,2010,25-Oct-10,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2010mayor99,Toronto,NA,Michael,Flie,,1190,813984,0,0,0,M,2010,25-Oct-10,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2010mayor99,Toronto,NA,Himy,Syed,,582,813984,0,0,0,M,2010,25-Oct-10,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2010mayor99,Toronto,NA,George,Smitherman,,289832,813984,0,0,0,M,2010,25-Oct-10,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2010mayor99,Toronto,NA,Daniel,Walker,,804,813984,0,0,0,M,2010,25-Oct-10,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2010mayor99,Toronto,NA,Kevin,Clarke,,1411,813984,0,0,0,M,2010,25-Oct-10,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2010mayor99,Toronto,NA,Don,Andrews,,1032,813984,0,0,0,M,2010,25-Oct-10,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2010mayor99,Toronto,NA,David,Vallance,,444,813984,0,0,0,M,2010,25-Oct-10,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2010mayor99,Toronto,NA,Rocco,Rossi,,5012,813984,0,0,0,M,2010,25-Oct-10,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2010mayor99,Toronto,NA,Carmen,Macklin,,575,813984,0,0,0,F,2010,25-Oct-10,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2010mayor99,Toronto,NA,George,Babula,,3273,813984,0,0,0,M,2010,25-Oct-10,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2010mayor99,Toronto,NA,Joe,Pantalone,,95482,813984,0,0,0,M,2010,25-Oct-10,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2010mayor99,Toronto,NA,John,Letonja,,592,813984,0,0,0,M,2010,25-Oct-10,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2010mayor99,Toronto,NA,Colin,Magee,,401,813984,0,0,0,M,2010,25-Oct-10,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2010mayor99,Toronto,NA,Dewitt,Lee,,1699,813984,0,0,0,M,2010,25-Oct-10,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2010mayor99,Toronto,NA,Selwyn,Firth,,394,813984,0,0,0,M,2010,25-Oct-10,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2010mayor99,Toronto,NA,Weizhen,Tang,,890,813984,0,0,0,M,2010,25-Oct-10,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2010mayor99,Toronto,NA,Sarah,Thomson,,1883,813984,0,0,0,F,2010,25-Oct-10,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2010mayor99,Toronto,NA,James,Di Fiore,,655,813984,0,0,0,M,2010,25-Oct-10,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2010mayor99,Toronto,NA,Douglas,Campbell,,1428,813984,0,0,0,M,2010,25-Oct-10,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2014mayor99,Toronto,NA,Dewitt,Lee,,489,981054,0,0,0,M,2014,27-Oct-14,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2014mayor99,Toronto,NA,Dave,McKay,,407,981054,0,0,0,M,2014,27-Oct-14,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2014mayor99,Toronto,NA,Patricia,Roberge,,273,981054,0,0,0,F,2014,27-Oct-14,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2014mayor99,Toronto,NA,Jeff,Billard,,288,981054,0,0,0,M,2014,27-Oct-14,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2014mayor99,Toronto,NA,Kevin,Clarke,,547,981054,0,0,0,M,2014,27-Oct-14,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2014mayor99,Toronto,NA,Charles,Huang,,134,981054,0,0,0,M,2014,27-Oct-14,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2014mayor99,Toronto,NA,Steven,Lam,,226,981054,0,0,0,M,2014,27-Oct-14,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2014mayor99,Toronto,NA,Matt,Mernagh,,102,981054,0,0,0,M,2014,27-Oct-14,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2014mayor99,Toronto,NA,Michael,Tasevski,,319,981054,0,0,0,M,2014,27-Oct-14,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2014mayor99,Toronto,NA,Ari,Goldkind,,3916,981054,0,0,0,M,2014,27-Oct-14,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2014mayor99,Toronto,NA,Michael,Nicula,,145,981054,0,0,0,M,2014,27-Oct-14,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2014mayor99,Toronto,NA,Radu,Popescu,,233,981054,0,0,0,M,2014,27-Oct-14,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2014mayor99,Toronto,NA,Mohammad,Okhovat,,318,981054,0,0,0,M,2014,27-Oct-14,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2014mayor99,Toronto,NA,René,Viau,,69,981054,0,0,0,M,2014,27-Oct-14,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2014mayor99,Toronto,NA,Ratan,Wadhwa,,73,981054,0,0,0,M,2014,27-Oct-14,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2014mayor99,Toronto,NA,Daniel,Walker,,162,981054,0,0,0,M,2014,27-Oct-14,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2014mayor99,Toronto,NA,Donovan,Searchwell,,90,981054,0,0,0,M,2014,27-Oct-14,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2014mayor99,Toronto,NA,Ramnarine,Tiwari,,1008,981054,0,0,0,M,2014,27-Oct-14,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2014mayor99,Toronto,NA,George,Dedopoulos,,941,981054,0,0,0,M,2014,27-Oct-14,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2014mayor99,Toronto,NA,Josh,Rachlis,,201,981054,0,0,0,M,2014,27-Oct-14,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
Toronto2014mayor99,Toronto,NA,Klim,Khomenko,,186,981054,0,0,0,M,2014,27-Oct-14,mayor,99,1,Canadian Urban Democracy Dataset,Ontario,Ontario,NA
