Municipality Type,Municipality,Ward,Position,Gender,First Name,Last Name,Acclaimed,Incumbent,Elected,Votes
Municipal District,"Greenview No. 16, M.D. Of",8,Councillor,F,Tammy,Day,N,N,N,40
Municipal District,Kneehill County,1,Councillor,F,Faye,McGhee,N,N,Y,93
Municipal District,Kneehill County,1,Councillor,M,Paul,Andrew,N,N,N,35
Municipal District,Kneehill County,2,Councillor,F,Debbie,Penner,N,N,Y,137
Municipal District,Kneehill County,2,Councillor,M,Reg,Wiebe,N,N,N,21
Municipal District,Kneehill County,3,Councillor,M,Jerry F.,Wittstock,N,Y,Y,99
Municipal District,Kneehill County,3,Councillor,F,Tara,Sawyer,N,N,N,74
Municipal District,Kneehill County,4,Councillor,M,Glen,Keiver,Y,Y,N,
Municipal District,Kneehill County,5,Councillor,M,Jim,Hugo,N,N,Y,110
Municipal District,Kneehill County,5,Councillor,M,Robert,Long,N,Y,N,95
Municipal District,Kneehill County,6,Councillor,M,James Wade,Christie,N,N,Y,113
Municipal District,Kneehill County,6,Councillor,M,Richard M.,Vickery,N,N,N,50
Municipal District,Kneehill County,6,Councillor,F,Laura,Michielsen,N,N,N,47
Municipal District,Kneehill County,7,Councillor,M,Kenneth,King,N,N,Y,127
Municipal District,Kneehill County,7,Councillor,M,Joseph Allen,Wohl,N,N,N,80
Municipal District,Kneehill County,7,Councillor,M,Bobby,Painter,N,Y,N,75
Municipal District,Lac La Biche County,,Mayor,M,Omer,Moghrabi,N,Y,Y,"2,099"
Municipal District,Lac La Biche County,,Mayor,F,Gail,Broadbent-Ludwig,N,N,N,"1,407"
Municipal District,Lac La Biche County,1,Councillor,F,Darlene,Beniuk,N,N,Y,170
Municipal District,Lac La Biche County,1,Councillor,M,Alvin,Kumpula,N,N,N,106
Municipal District,Lac La Biche County,1,Councillor,F,Wanda,Austin,N,Y,N,89
Municipal District,Lac La Biche County,1,Councillor,F,Dixie,Dunham,N,N,N,17
Municipal District,Lac La Biche County,2,Councillor,M,George,L'Heureux,N,N,Y,169
Municipal District,Lac La Biche County,2,Councillor,M,Richard,Mahe,N,N,N,160
Municipal District,Lac La Biche County,2,Councillor,F,Jodymae,Brown,N,N,N,103
Municipal District,Lac La Biche County,2,Councillor,F,Arina,Konev,N,N,N,40
Municipal District,Lac La Biche County,2,Councillor,M,George,Buchanan,N,N,N,28
Municipal District,Lac La Biche County,3,Councillor,F,Colette,Borgun,N,N,Y,328
Municipal District,Lac La Biche County,3,Councillor,M,Nikola,Skorohodov,N,N,N,149
Municipal District,Lac La Biche County,4,Councillor,M,Jason,Stedman,N,N,Y,194
Municipal District,Lac La Biche County,4,Councillor,M,Randy,Zevola,N,N,N,140
Municipal District,Lac La Biche County,4,Councillor,M,David G.,Phillips,N,Y,N,67
Municipal District,Lac La Biche County,5,Councillor,F,Charlyn,Moore,Y,N,N,
Municipal District,Lac La Biche County,6,Councillor,M,Sterling,Johnson,N,N,Y,254
Municipal District,Lac La Biche County,6,Councillor,M,Cody,Leach,N,N,N,65
Municipal District,Lac La Biche County,6,Councillor,M,Perry,Eastman,N,N,N,46
Municipal District,Lac La Biche County,6,Councillor,F,Sandy,Makokis,N,N,N,18
Municipal District,Lac La Biche County,6,Councillor,M,Kent William,Davidson,N,N,N,14
Municipal District,Lac La Biche County,6,Councillor,M,Darryl,Montgomery,N,N,N,6
Municipal District,Lac La Biche County,7,Councillor,M,Lorin,Tkachuk,N,N,Y,465
Municipal District,Lac La Biche County,7,Councillor,M,Colin,Cote,N,N,N,225
Municipal District,Lac La Biche County,7,Councillor,M,Dan,Anderson,N,N,N,216
Municipal District,Lac La Biche County,7,Councillor,M,Cliff,Chamberlin,N,N,N,211
Municipal District,Lac La Biche County,7,Councillor,M,John,Mondal,N,N,N,200
Municipal District,Lac La Biche County,7,Councillor,M,John Paul,Nowak,N,Y,N,161
Municipal District,Lac La Biche County,7,Councillor,M,Brian,Deheer,N,N,N,160
Municipal District,Lac La Biche County,7,Councillor,F,Bess,Bliss,N,N,N,46
Municipal District,Lac Ste. Anne County,1,Councillor,M,Lorne,Olsvik,Y,Y,N,
Municipal District,Lac Ste. Anne County,2,Councillor,M,Nicholas,Gelych,N,N,Y,211
Municipal District,Lac Ste. Anne County,2,Councillor,M,Bradley,Javorsky,N,N,N,114
Municipal District,Lac Ste. Anne County,2,Councillor,M,R.O. (Bob),Clark,N,N,N,81
Municipal District,Lac Ste. Anne County,2,Councillor,M,Mel,Fundytus,N,N,N,33
Municipal District,Lac Ste. Anne County,2,Councillor,M,Bill,Hegy,N,Y,N,25
Municipal District,Lac Ste. Anne County,3,Councillor,M,George,Vaughan,N,N,Y,245
Municipal District,Lac Ste. Anne County,3,Councillor,M,Wayne,Borle,N,Y,N,196
Municipal District,Lac Ste. Anne County,4,Councillor,M,Steve,Hoyda,N,N,Y,275
Municipal District,Lac Ste. Anne County,4,Councillor,M,Daryl,Friesen,N,N,N,165
Municipal District,Lac Ste. Anne County,4,Councillor,M,Michael,Hindes,N,N,N,38
Municipal District,Lac Ste. Anne County,5,Councillor,M,Joe,Blakeman,N,N,Y,252
Municipal District,Lac Ste. Anne County,5,Councillor,M,Leo,Blais,N,N,N,113
Municipal District,Lac Ste. Anne County,5,Councillor,F,Penny,Leshenko,N,N,N,72
Municipal District,Lac Ste. Anne County,5,Councillor,F,Amy,Thiessen-Roy,N,N,N,3
Municipal District,Lac Ste. Anne County,6,Councillor,M,Ross,Bohnet,N,Y,Y,249
Municipal District,Lac Ste. Anne County,6,Councillor,M,Terry,Nelson,N,N,N,192
Municipal District,Lac Ste. Anne County,7,Councillor,M,Lloyd,Giebelhaus,N,Y,Y,338
Municipal District,Lac Ste. Anne County,7,Councillor,F,Amy,Pas,N,N,N,88
Municipal District,Lac Ste. Anne County,7,Councillor,M,Larry,Daniel,N,N,N,53
Municipal District,Lac Ste. Anne County,7,Councillor,M,Bruce,Bridgewater,N,N,N,17
Municipal District,Lacombe County,1,Councillor,M,John E.,Ireland,N,N,Y,297
Municipal District,Lacombe County,1,Councillor,M,Rod,McDermand,N,Y,N,136
Municipal District,Lacombe County,2,Councillor,F,Brenda,Knight,Y,Y,N,
Municipal District,Lacombe County,3,Councillor,F,Barbara,Shepherd,Y,Y,N,
Municipal District,Lacombe County,4,Councillor,F,Paula,Law,Y,Y,N,
Municipal District,Lacombe County,5,Councillor,M,Kenneth,Wigmore,N,Y,Y,223
Municipal District,Lacombe County,5,Councillor,F,Denise,Sumner,N,N,N,64
Municipal District,Lacombe County,6,Councillor,M,Keith LeRoy,Stephenson,N,Y,Y,243
Municipal District,Lacombe County,6,Councillor,M,Robert Louis,Szasz,N,N,N,59
Municipal District,Lacombe County,7,Councillor,F,Dana,Kreil,Y,Y,N,
Municipal District,Lamont County,1,Councillor,M,Daniel,Warawa,Y,Y,N,
Municipal District,Lamont County,2,Councillor,M,Wayne,Woldanski,N,Y,Y,153
Municipal District,Lamont County,2,Councillor,M,George,Kolmas,N,N,N,94
Municipal District,Lamont County,2,Councillor,M,Michael,Burant,N,N,N,90
Municipal District,Lamont County,3,Councillor,M,David,Diduck,N,N,Y,221
Municipal District,Lamont County,3,Councillor,M,Robert,Payton,N,N,N,39
Municipal District,Lamont County,4,Councillor,M,Roy,Anaka,N,Y,Y,113
Municipal District,Lamont County,4,Councillor,M,Terry,Levicki,N,N,N,60
Municipal District,Lamont County,5,Councillor,M,Neil,Woitas,N,N,Y,145
Municipal District,Lamont County,5,Councillor,M,Robert,Malica,N,Y,N,141
Municipal District,Leduc County,1,Councillor,M,Ricky,Smith,Y,Y,N,
Municipal District,Leduc County,2,Councillor,F,Kelly-Lynn,Lewis,N,N,Y,349
Municipal District,Leduc County,2,Councillor,M,Clayton,Stumph,N,Y,N,304
Municipal District,Leduc County,2,Councillor,M,Jeff,Berreth,N,N,N,110
Municipal District,Leduc County,3,Councillor,M,Kelly,Vandenberghe,N,N,Y,243
Municipal District,Leduc County,3,Councillor,F,Mary-Ann,McDonald,N,N,N,238
Municipal District,Leduc County,4,Councillor,M,Larry,Wanchuk,N,N,Y,208
Municipal District,Leduc County,4,Councillor,F,Jocelyn,Whaley,N,N,N,176
Municipal District,Leduc County,5,Councillor,F,Tanni,Doblanko,N,Y,Y,291
Municipal District,Leduc County,5,Councillor,F,Betty Anne,Glassman,N,N,N,170
Municipal District,Leduc County,6,Councillor,M,Glenn,Belozer,N,Y,Y,267
Municipal District,Leduc County,6,Councillor,F,Shawna Lynne,Dennis,N,N,N,184
Municipal District,Leduc County,7,Councillor,M,Raymond,Scobie,N,N,Y,286
Municipal District,Leduc County,7,Councillor,M,Russell,Barager,N,N,N,125
Municipal District,"Lesser Slave River No. 124, M.D. Of",,Reeve,M,Murray,Kerik,N,Y,Y,571
Municipal District,"Lesser Slave River No. 124, M.D. Of",,Reeve,M,Mike,Skrynyk,N,Y,N,428
Municipal District,"Lesser Slave River No. 124, M.D. Of",1,Councillor,F,Sandra,Melzer,N,N,Y,271
Municipal District,"Lesser Slave River No. 124, M.D. Of",1,Councillor,F,Becky,Peiffer,N,N,Y,191
Municipal District,"Lesser Slave River No. 124, M.D. Of",1,Councillor,M,Robert,Esau,N,Y,Y,176
Municipal District,"Lesser Slave River No. 124, M.D. Of",1,Councillor,M,Darren,Fulmore,N,Y,N,174
Municipal District,"Lesser Slave River No. 124, M.D. Of",1,Councillor,M,Garry,Horton,N,Y,N,76
Municipal District,"Lesser Slave River No. 124, M.D. Of",2,Councillor,M,Brian,Rosche,N,Y,Y,406
Municipal District,"Lesser Slave River No. 124, M.D. Of",2,Councillor,M,Brad,Pearson,N,Y,Y,389
Municipal District,"Lesser Slave River No. 124, M.D. Of",2,Councillor,M,Jeff,Commins,N,N,Y,281
Municipal District,"Lesser Slave River No. 124, M.D. Of",2,Councillor,F,Charlotte,Measor,N,N,N,185
Municipal District,"Lesser Slave River No. 124, M.D. Of",2,Councillor,M,Munir Ahmad,Mughal,N,N,N,156
Municipal District,Lethbridge County,1,Councillor,M,Lorne,Hickey,N,Y,Y,119
Municipal District,Lethbridge County,1,Councillor,M,Greg,Farries,N,N,N,102
Municipal District,Lethbridge County,1,Councillor,M,Jack,Peterson,N,N,N,74
Municipal District,Lethbridge County,1,Councillor,M,Mark,Vaselenak,N,N,N,18
Municipal District,Lethbridge County,2,Councillor,M,Tory,Campbell,N,N,Y,181
Municipal District,Lethbridge County,2,Councillor,M,Michael,Willms,N,N,N,54
Municipal District,Lethbridge County,2,Councillor,M,Mark,Hranac,N,N,N,15
Municipal District,Lethbridge County,3,Councillor,M,Bob,Horvath,N,N,Y,117
Municipal District,Lethbridge County,3,Councillor,M,Henry,Doeve,N,Y,N,87
Municipal District,Lethbridge County,4,Councillor,M,Ken,Benson,Y,Y,N,
Municipal District,Lethbridge County,5,Councillor,M,Steve,Campbell,Y,Y,N,
Municipal District,Lethbridge County,6,Councillor,M,Klaas,Vander Veen,N,N,Y,122
Municipal District,Lethbridge County,6,Councillor,M,Tom,White,N,Y,N,111
Municipal District,Lethbridge County,6,Councillor,F,Roxanne,Adams,N,N,N,90
Municipal District,Lethbridge County,6,Councillor,M,Tony,Wolak,N,N,N,24
Municipal District,Lethbridge County,7,Councillor,M,Morris,Zeinstra,Y,Y,N,
Municipal District,"Minburn No. 27, County Of",1,Councillor,M,Richard,Wagner,N,Y,Y,105
Municipal District,"Minburn No. 27, County Of",1,Councillor,M,Joseph,Nafziger,N,N,N,89
Municipal District,"Minburn No. 27, County Of",2,Councillor,M,Eric,Anderson,N,Y,Y,88
Municipal District,"Minburn No. 27, County Of",2,Councillor,M,Derek,Saskiw,N,N,N,69
Municipal District,"Minburn No. 27, County Of",3,Councillor,M,Roger,Konieczny,Y,Y,N,
Municipal District,"Minburn No. 27, County Of",4,Councillor,M,Clifford,Wowdzia,N,N,Y,95
Municipal District,"Minburn No. 27, County Of",4,Councillor,M,Dennis,Durrer,N,N,N,61
Municipal District,"Minburn No. 27, County Of",4,Councillor,M,Emil,Dmytriw,N,N,N,59
Municipal District,"Minburn No. 27, County Of",5,Councillor,F,Tara,Kuzio,Y,Y,N,
Municipal District,"Minburn No. 27, County Of",6,Councillor,M,Carl,Ogrodnick,N,Y,Y,140
Municipal District,"Minburn No. 27, County Of",6,Councillor,M,Greg,Muzechka,N,N,N,78
Municipal District,"Minburn No. 27, County Of",7,Councillor,M,David,Melenka,Y,Y,N,
Municipal District,Mountain View County,1,Councillor,M,Dwayne,Fulton,N,N,Y,257
Municipal District,Mountain View County,1,Councillor,M,Jeremy,Sayer,N,Y,N,209
Municipal District,Mountain View County,2,Councillor,M,Greg,Harris,N,N,Y,184
Municipal District,Mountain View County,2,Councillor,F,Patricia,McKean,N,Y,N,177
Municipal District,Mountain View County,3,Councillor,M,Duncan,Milne,Y,Y,N,
Municipal District,Mountain View County,4,Councillor,M,Bruce,Beattie,Y,Y,N,
Municipal District,Mountain View County,5,Councillor,F,Angela,Aalbers,N,Y,Y,153
Municipal District,Mountain View County,5,Councillor,M,Robin,Tudor,N,N,N,135
Municipal District,Mountain View County,6,Councillor,F,Margaret (Peggy),Johnson,N,N,Y,160
Municipal District,Mountain View County,6,Councillor,M,Wilhelmus (Wim),Nan,N,N,N,138
Municipal District,Mountain View County,6,Councillor,F,Jodi,Orr,N,N,N,80
Municipal District,Mountain View County,7,Councillor,M,Albert (Al),Kemmere,Y,Y,N,
Municipal District,"Newell, County Of",1,Councillor,M,Clarence,Amulung,Y,Y,N,
Municipal District,"Newell, County Of",2,Councillor,M,Hubert,Kallen,Y,N,N,
Municipal District,"Newell, County Of",3,Councillor,F,Anne Marie,Philipsen,Y,Y,N,
Municipal District,"Newell, County Of",4,Councillor,M,Wayne,Hammergren,N,Y,Y,83
Municipal District,"Newell, County Of",4,Councillor,F,Inge,Hoekstra,N,N,N,30
Municipal District,"Newell, County Of",5,Councillor,F,Tracy,Fyfe,Y,Y,N,
Municipal District,"Newell, County Of",6,Councillor,F,Kelly,Christman,Y,Y,N,
Municipal District,"Newell, County Of",7,Councillor,F,Ellen,Unruh,N,Y,Y,97
Municipal District,"Newell, County Of",7,Councillor,M,Edward,Penner,N,N,N,49
Municipal District,"Newell, County Of",8,Councillor,M,Brian,de Jong,N,Y,Y,58
Municipal District,"Newell, County Of",8,Councillor,M,Terry,Neigum,N,N,N,45
Municipal District,"Newell, County Of",9,Councillor,F,Molly,Douglass,Y,Y,N,
Municipal District,"Newell, County Of",10,Councillor,M,Lionel,Juss,Y,Y,N,
Municipal District,"Northern Lights, County Of",1,Councillor,F,Cheryl,Anderson,Y,Y,N,
Municipal District,"Northern Lights, County Of",2,Councillor,M,Arie,Loogman,Y,Y,N,
Municipal District,"Northern Lights, County Of",3,Councillor,F,Brenda,Yasinski,Y,Y,N,
Municipal District,"Northern Lights, County Of",4,Councillor,M,Brent,Reese,N,Y,Y,62
Municipal District,"Northern Lights, County Of",4,Councillor,M,Karl,Schoendorfer,N,N,N,41
Municipal District,"Northern Lights, County Of",4,Councillor,M,Gerard,Savoie,N,N,N,11
Municipal District,"Northern Lights, County Of",5,Councillor,M,James,McCracken,Y,N,N,
Municipal District,"Northern Lights, County Of",6,Councillor,M,Terry,Ungarian,Y,Y,N,
Municipal District,"Northern Lights, County Of",7,Councillor,F,Belinda,Halabisky,Y,Y,N,
Municipal District,Northern Sunrise County,1,Councillor,F,Carolyn J.,Kolebaba,N,Y,Y,90
Municipal District,Northern Sunrise County,1,Councillor,M,Joseph Paul Pierre,Hebert,N,N,N,22
Municipal District,Northern Sunrise County,2,Councillor,F,Audrey,Gall,N,N,Y,63
Municipal District,Northern Sunrise County,2,Councillor,F,Marie Marilyn,Dyck,N,Y,N,46
Municipal District,Northern Sunrise County,3,Councillor,M,Daniel Donat,Boisvert,Y,Y,N,
Municipal District,Northern Sunrise County,4,Councillor,M,Normand L.,Duval,N,Y,Y,168
Municipal District,Northern Sunrise County,4,Councillor,F,Diane,Martel,N,N,N,16
Municipal District,Northern Sunrise County,5,Councillor,F,Corinna,Williams,N,N,Y,66
Municipal District,Northern Sunrise County,5,Councillor,M,Wayne Edward,Thorp,N,N,N,31
Municipal District,Northern Sunrise County,5,Councillor,F,Sharon Doreen,Low,N,N,N,29
Municipal District,Northern Sunrise County,6,Councillor,F,Gaylene Joyce,Whitehead,N,N,Y,87
Municipal District,Northern Sunrise County,6,Councillor,M,Garrett Lorne,Tomlinson,N,Y,N,68
Municipal District,"Opportunity No. 17, M.D. Of",1,Councillor,M,Marcel Dale,Auger,N,Y,Y,335
Municipal District,"Opportunity No. 17, M.D. Of",1,Councillor,M,Everett,Gottfried,N,Y,Y,271
Municipal District,"Opportunity No. 17, M.D. Of",1,Councillor,F,Darlene,Jackson,N,N,Y,247
Municipal District,"Opportunity No. 17, M.D. Of",1,Councillor,M,Robin,Guild,N,N,Y,221
Municipal District,"Opportunity No. 17, M.D. Of",1,Councillor,M,Dwayne,Calliou,N,Y,N,220
Municipal District,"Opportunity No. 17, M.D. Of",1,Councillor,M,Ernie,Grach,N,N,N,150
Municipal District,"Opportunity No. 17, M.D. Of",1,Councillor,M,William (Bill),Auger,N,N,N,149
Municipal District,"Opportunity No. 17, M.D. Of",1,Councillor,M,Jerad (J.J.),Cardinal,N,N,N,127
Municipal District,"Opportunity No. 17, M.D. Of",1,Councillor,F,Janice C.,Yellowknee,N,N,N,127
Municipal District,"Opportunity No. 17, M.D. Of",1,Councillor,M,Lee,Bissell,N,N,N,113
Municipal District,"Opportunity No. 17, M.D. Of",1,Councillor,M,Johnny Ulric,Houle,N,N,N,112
Municipal District,"Opportunity No. 17, M.D. Of",1,Councillor,M,Derrick,Rathbone,N,N,N,91
Municipal District,"Opportunity No. 17, M.D. Of",1,Councillor,M,John G.,Gullion,N,N,N,77
Municipal District,"Opportunity No. 17, M.D. Of",1,Councillor,M,Lyle Vincent,Cardinal,N,N,N,61
Municipal District,"Opportunity No. 17, M.D. Of",1,Councillor,F,Kathie,Matters,N,N,N,60
Municipal District,"Opportunity No. 17, M.D. Of",1,Councillor,M,Paul,Sinclair,N,Y,N,31
Municipal District,"Opportunity No. 17, M.D. Of",2,Councillor,M,Victor,Gladue,N,N,Y,137
Municipal District,"Opportunity No. 17, M.D. Of",2,Councillor,M,Barry D.,Schmidt,N,N,Y,101
Municipal District,"Opportunity No. 17, M.D. Of",2,Councillor,F,Cheri,Courtorielle,N,N,N,71
Municipal District,"Opportunity No. 17, M.D. Of",2,Councillor,M,Danny,Cardinal,N,N,N,57
Municipal District,"Opportunity No. 17, M.D. Of",2,Councillor,M,Gerald,Johnson,N,Y,N,53
Municipal District,"Opportunity No. 17, M.D. Of",2,Councillor,M,Clarence,Cardinal,N,Y,N,32
Municipal District,"Opportunity No. 17, M.D. Of",2,Councillor,M,Christopher,Roe,N,N,N,18
Municipal District,"Opportunity No. 17, M.D. Of",2,Councillor,M,Cody,Johnson,N,N,N,9
Municipal District,"Opportunity No. 17, M.D. Of",3,Councillor,M,Kevin Curtis,Bigstone,N,N,Y,27
Municipal District,"Opportunity No. 17, M.D. Of",3,Councillor,M,Hal Glen,Taron,N,Y,N,19
Municipal District,"Opportunity No. 17, M.D. Of",3,Councillor,M,Thomas,Auger,N,N,N,17
Municipal District,"Opportunity No. 17, M.D. Of",3,Councillor,M,Shayne,Taron,N,N,N,10
Municipal District,"Opportunity No. 17, M.D. Of",3,Councillor,F,Tylah,Buha,N,N,N,3
Municipal District,"Opportunity No. 17, M.D. Of",4,Councillor,M,Louis A.,Cardinal,N,N,Y,79
Municipal District,"Opportunity No. 17, M.D. Of",4,Councillor,M,Louie N.,Okemow,N,Y,N,67
Municipal District,"Opportunity No. 17, M.D. Of",4,Councillor,M,Charles,Orr,N,N,N,23
Municipal District,"Opportunity No. 17, M.D. Of",5,Councillor,M,Leo,Alook,N,Y,Y,102
Municipal District,"Opportunity No. 17, M.D. Of",5,Councillor,M,Warren,Okemow,N,N,N,78
Municipal District,"Opportunity No. 17, M.D. Of",5,Councillor,F,Violet,Cardinal,N,N,N,29
Municipal District,"Opportunity No. 17, M.D. Of",6,Councillor,M,Brendan J.D.,Powell,N,N,Y,56
Municipal District,"Opportunity No. 17, M.D. Of",6,Councillor,M,Ami,Peer,N,N,N,52
Municipal District,"Opportunity No. 17, M.D. Of",6,Councillor,F,Dollie Norma,Anderson,N,Y,N,34
Municipal District,"Opportunity No. 17, M.D. Of",6,Councillor,M,Georges Jean,Jadot,N,N,N,21
Municipal District,"Opportunity No. 17, M.D. Of",6,Councillor,M,Bey,Schriever,N,N,N,21
Municipal District,"Opportunity No. 17, M.D. Of",6,Councillor,F,Linda,Minault,N,N,N,7
Municipal District,"Opportunity No. 17, M.D. Of",6,Councillor,M,James,MacKinnon,N,N,N,4
Municipal District,"Opportunity No. 17, M.D. Of",7,Councillor,M,Roy,Yellowknee,N,Y,Y,40
Municipal District,"Opportunity No. 17, M.D. Of",7,Councillor,M,Fred,Sewepegaham,N,N,N,9
Municipal District,"Paintearth No. 18, County Of",1,Councillor,M,George,Glazier,Y,Y,N,
Municipal District,"Paintearth No. 18, County Of",2,Councillor,M,Dale,Norton,N,N,Y,43
Municipal District,"Paintearth No. 18, County Of",2,Councillor,M,Brian,Bunbury,N,Y,N,28
Municipal District,"Paintearth No. 18, County Of",3,Councillor,M,Stanley,Schulmeister,N,N,Y,76
Municipal District,"Paintearth No. 18, County Of",3,Councillor,M,Jody,Anderson,N,N,N,26
Municipal District,"Paintearth No. 18, County Of",4,Councillor,F,Doreen,Blumhagen,N,Y,Y,45
Municipal District,"Paintearth No. 18, County Of",4,Councillor,M,Kenneth,Wilkie,N,N,N,37
Municipal District,"Paintearth No. 18, County Of",5,Councillor,M,Maurice,Wiart,N,N,Y,69
Municipal District,"Paintearth No. 18, County Of",5,Councillor,M,Walter,Weber,N,Y,N,47
Municipal District,"Paintearth No. 18, County Of",6,Councillor,M,Tyrrill,Hewitt,Y,Y,N,
Municipal District,"Paintearth No. 18, County Of",7,Councillor,F,Diane,Elliott,Y,Y,N,
Municipal District,Parkland County,,Mayor,M,Rod,Shaigec,N,Y,Y,"2,794"
Municipal District,Parkland County,,Mayor,M,Donald,Heron,N,N,N,"1,358"
Municipal District,Parkland County,,Mayor,M,Curtis,Roper,N,N,N,394
Municipal District,Parkland County,1,Councillor,F,AnnLisa,Jensen,Y,Y,N,
Municipal District,Parkland County,2,Councillor,F,Jackie,McCuaig,Y,Y,N,
Municipal District,Parkland County,3,Councillor,F,Phyllis,Kobasiuk,N,Y,Y,691
Municipal District,Parkland County,3,Councillor,M,Terrance,Baumgartner,N,N,N,191
Municipal District,Parkland County,3,Councillor,F,Celeste,Chaytors,N,N,N,161
Municipal District,Parkland County,4,Councillor,M,Darrell,Hollands,N,Y,Y,501
Municipal District,Parkland County,4,Councillor,M,Eric,von Stackelberg,N,N,N,213
Municipal District,Parkland County,5,Councillor,M,John,McNab,N,Y,Y,398
Municipal District,Parkland County,5,Councillor,M,Brandon,Simmons,N,N,N,291
Municipal District,Parkland County,5,Councillor,F,Denise,Locher,N,N,N,162
Municipal District,Parkland County,6,Councillor,F,Tracey,Melnyk,N,Y,Y,309
Municipal District,Parkland County,6,Councillor,M,Kenneth,Dykstra,N,N,N,131
Municipal District,"Peace No. 135, M.D. Of",1,Councillor,F,Sandra,Eastman,Y,Y,N,
Municipal District,"Peace No. 135, M.D. Of",2,Councillor,F,Janice,Reyda,Y,Y,N,
Municipal District,"Peace No. 135, M.D. Of",3,Councillor,F,Theresa,Johnson,Y,N,N,
Municipal District,"Peace No. 135, M.D. Of",4,Councillor,M,Kenneth,Herlinveaux,Y,N,N,
Municipal District,"Peace No. 135, M.D. Of",5,Councillor,M,Robert,Willing,Y,Y,N,
Municipal District,"Pincher Creek No. 9, M.D. Of",1,Councillor,M,Quentin,Stevick,Y,Y,N,
Municipal District,"Pincher Creek No. 9, M.D. Of",2,Councillor,M,Rick,Lemire,N,N,Y,95
Municipal District,"Pincher Creek No. 9, M.D. Of",2,Councillor,M,Fredrick Charles,Schoening,N,Y,N,61
Municipal District,"Pincher Creek No. 9, M.D. Of",3,Councillor,F,Beverly Joan,Everts,N,N,Y,112
Municipal District,"Pincher Creek No. 9, M.D. Of",3,Councillor,M,Garry William,Marchuk,N,Y,N,68
Municipal District,"Pincher Creek No. 9, M.D. Of",3,Councillor,M,Thomas (Tom) R.,Judd,N,N,N,61
Municipal District,"Pincher Creek No. 9, M.D. Of",4,Councillor,M,Brian,Hammond,Y,Y,N,
Municipal District,"Pincher Creek No. 9, M.D. Of",5,Councillor,M,Terry,Yagos,N,Y,Y,144
Municipal District,"Pincher Creek No. 9, M.D. Of",5,Councillor,M,Ernst,Olsen,N,N,N,69
Municipal District,Ponoka  County,1,Councillor,M,Bryce,Liddle,Y,Y,N,
Municipal District,Ponoka  County,2,Councillor,M,Mark,Matejka,Y,Y,N,
Municipal District,Ponoka  County,3,Councillor,M,Doug,Weir,Y,Y,N,
Municipal District,Ponoka  County,4,Councillor,M,Paul,McLauchlin,Y,Y,N,
Municipal District,Ponoka  County,5,Councillor,F,Nancy,Hartford,N,Y,Y,259
Municipal District,Ponoka  County,5,Councillor,M,Jason,Valstar,N,N,N,66
Municipal District,"Provost No. 52, M.D. Of",1,Councillor,M,Lonnie D.,Kozlinski,N,Y,Y,35
Municipal District,"Provost No. 52, M.D. Of",1,Councillor,M,Garry Jr.,Heck,N,N,N,31
Municipal District,"Provost No. 52, M.D. Of",2,Councillor,M,Allan Gordon,Murray,Y,Y,N,
Municipal District,"Provost No. 52, M.D. Of",3,Councillor,M,Ronald,Rustad,N,N,Y,51
Municipal District,"Provost No. 52, M.D. Of",3,Councillor,M,Bill,Wolfe,N,Y,N,50
Municipal District,"Provost No. 52, M.D. Of",4,Councillor,M,Barrie,Tripp,N,Y,Y,72
Municipal District,"Provost No. 52, M.D. Of",4,Councillor,M,Gary,Duffett,N,N,N,61
Municipal District,"Provost No. 52, M.D. Of",5,Councillor,M,Richard Neale,Charlton,Y,Y,N,
Municipal District,"Provost No. 52, M.D. Of",6,Councillor,M,Darryl Lloyd,Motley,Y,Y,N,
Municipal District,"Provost No. 52, M.D. Of",7,Councillor,M,Darryl,Carson,Y,Y,N,
Municipal District,"Ranchland No. 66, M.D. Of",,Councillor,M,Ronald,Davis,Y,Y,N,
Municipal District,"Ranchland No. 66, M.D. Of",,Councillor,M,Cameron,Gardner,Y,Y,N,
Municipal District,"Ranchland No. 66, M.D. Of",,Councillor,M,Harry,Streeter,Y,Y,N,
Municipal District,Red Deer County,,Mayor,M,James,Wood,N,Y,Y,"2,550"
Municipal District,Red Deer County,,Mayor,F,Debra,Hanna,N,N,N,"1,240"
Municipal District,Red Deer County,1,Councillor,M,Philip,Massier,Y,Y,N,
Municipal District,Red Deer County,2,Councillor,F,Jean,Bota,N,Y,Y,383
Municipal District,Red Deer County,2,Councillor,M,Edward,Collins,N,N,N,289
Municipal District,Red Deer County,3,Councillor,F,Dana,Depalme,N,N,Y,356
Municipal District,Red Deer County,3,Councillor,M,Donald,Church,N,Y,N,352
Municipal District,Red Deer County,4,Councillor,F,Connie,Huelsman,N,Y,Y,462
Municipal District,Red Deer County,4,Councillor,M,David,Hoar,N,N,N,395
Municipal District,Red Deer County,5,Councillor,M,Richard,Lorenz,Y,Y,N,
Municipal District,Red Deer County,6,Councillor,F,Christine,Moore,N,Y,Y,267
Municipal District,Red Deer County,6,Councillor,F,Laura,Stephan,N,N,N,207
Municipal District,Red Deer County,6,Councillor,F,Pamela,Davidson,N,N,N,92
Municipal District,Rocky View County,1,Councillor,M,Mark,Kamachi,N,N,Y,617
Municipal District,Rocky View County,1,Councillor,M,Enrique Hernan,Massot,N,N,N,250
Municipal District,Rocky View County,2,Councillor,F,Kim,McKylor,N,N,Y,520
