mun_c,mun_n,mun_type,mrc_c,mrc_n,reg_c,reg_n,arr_n,dist_n,type_poste_d,nom,prenom,sexe,sortant,parti_n,nb_electeurs,nb_votes_candidat,nb_votes_rejetes,statut_candidat_d
65005,Laval,Ville,,Hors MRC,13,Laval,,Marigot,Conseiller,Macedo,Cecilia,F,Nouveau candidat,Mouvement lavallois - Équipe Stéphane Boyer,12417,1600,84,Élu
65005,Laval,Ville,,Hors MRC,13,Laval,,Marigot,Conseiller,Beddek,Amel,F,Nouveau candidat,Parti Laval - Équipe Michel Trottier,12417,715,84,Non élu
65005,Laval,Ville,,Hors MRC,13,Laval,,Marigot,Conseiller,Zitouni,Mongi,M,Nouveau candidat,Action Laval - Équipe Sophie Trottier,12417,373,84,Non élu
65005,Laval,Ville,,Hors MRC,13,Laval,,Marigot,Conseiller,Guimond,Mélanie,F,Nouveau candidat,Ma ville maintenant - Équipe Pierre Anthian,12417,222,84,Non élu
65005,Laval,Ville,,Hors MRC,13,Laval,,Marigot,Conseiller,Asrir,Youness,M,Nouveau candidat,Laval citoyens - Équipe Michel Poissant,12417,119,84,Non élu
65005,Laval,Ville,,Hors MRC,13,Laval,,Concorde-Bois-de-Boulogne,Conseiller,Desmeules,Sandra,F,Sortant (même poste),Mouvement lavallois - Équipe Stéphane Boyer,12513,1758,73,Élu
65005,Laval,Ville,,Hors MRC,13,Laval,,Concorde-Bois-de-Boulogne,Conseiller,Vallée,Tommy,M,Nouveau candidat,Parti Laval - Équipe Michel Trottier,12513,782,73,Non élu
65005,Laval,Ville,,Hors MRC,13,Laval,,Concorde-Bois-de-Boulogne,Conseiller,Bouchard,Nicolas,M,Nouveau candidat,Action Laval - Équipe Sophie Trottier,12513,447,73,Non élu
65005,Laval,Ville,,Hors MRC,13,Laval,,Concorde-Bois-de-Boulogne,Conseiller,Blanchard,Benoit,M,Nouveau candidat,Laval citoyens - Équipe Michel Poissant,12513,95,73,Non élu
65005,Laval,Ville,,Hors MRC,13,Laval,,Concorde-Bois-de-Boulogne,Conseiller,Reyes,Mauro,M,Nouveau candidat,Ma ville maintenant - Équipe Pierre Anthian,12513,56,73,Non élu
65005,Laval,Ville,,Hors MRC,13,Laval,,Renaud,Conseiller,Topouzian,Seta,F,Nouveau candidat,Mouvement lavallois - Équipe Stéphane Boyer,16848,1722,103,Élu
65005,Laval,Ville,,Hors MRC,13,Laval,,Renaud,Conseiller,Ghazal,Grace,F,Nouveau candidat,Action Laval - Équipe Sophie Trottier,16848,1699,103,Non élu
65005,Laval,Ville,,Hors MRC,13,Laval,,Renaud,Conseiller,Leclair,Alain,M,Nouveau candidat,Parti Laval - Équipe Michel Trottier,16848,884,103,Non élu
65005,Laval,Ville,,Hors MRC,13,Laval,,Renaud,Conseiller,Daoudi,Hafida,F,Nouveau candidat,Laval citoyens - Équipe Michel Poissant,16848,275,103,Non élu
65005,Laval,Ville,,Hors MRC,13,Laval,,Vimont,Conseiller,Brabant,Pierre,M,Nouveau candidat,Mouvement lavallois - Équipe Stéphane Boyer,14610,1518,83,Élu
65005,Laval,Ville,,Hors MRC,13,Laval,,Vimont,Conseiller,Brazeau,France,F,Nouveau candidat,Laval citoyens - Équipe Michel Poissant,14610,1134,83,Non élu
65005,Laval,Ville,,Hors MRC,13,Laval,,Vimont,Conseiller,Hawkins,Raynald,M,Nouveau candidat,Parti Laval - Équipe Michel Trottier,14610,892,83,Non élu
65005,Laval,Ville,,Hors MRC,13,Laval,,Vimont,Conseiller,Millette Bilodeau,Jacynthe,F,Nouveau candidat,Action Laval - Équipe Sophie Trottier,14610,870,83,Non élu
65005,Laval,Ville,,Hors MRC,13,Laval,,Vimont,Conseiller,Luc,Lindsay,F,Nouveau candidat,Ma ville maintenant - Équipe Pierre Anthian,14610,53,83,Non élu
65005,Laval,Ville,,Hors MRC,13,Laval,,Saint-Bruno,Conseiller,De Cotis,David,M,Sortant (même poste),Action Laval - Équipe Sophie Trottier,15810,2744,60,Élu
65005,Laval,Ville,,Hors MRC,13,Laval,,Saint-Bruno,Conseiller,Laquerre,Paul-Yanic,M,Nouveau candidat,Mouvement lavallois - Équipe Stéphane Boyer,15810,1025,60,Non élu
65005,Laval,Ville,,Hors MRC,13,Laval,,Saint-Bruno,Conseiller,Ethier,Karine,F,Nouveau candidat,Parti Laval - Équipe Michel Trottier,15810,747,60,Non élu
65005,Laval,Ville,,Hors MRC,13,Laval,,Saint-Bruno,Conseiller,Del Bello,Anna,F,Nouveau candidat,Laval citoyens - Équipe Michel Poissant,15810,440,60,Non élu
65005,Laval,Ville,,Hors MRC,13,Laval,,Saint-Bruno,Conseiller,Lepage,Emile,M,Nouveau candidat,Ma ville maintenant - Équipe Pierre Anthian,15810,47,60,Non élu
66007,Montréal-Est,Ville,,Hors MRC,6,Montréal,,,Maire,St-Laurent,Anne,F,Sortant (autre poste),Équipe Anne St-Laurent en Action,3085,779,38,Élu
66007,Montréal-Est,Ville,,Hors MRC,6,Montréal,,,Maire,Coutu,Robert,M,Sortant (même poste),Équipe Coutu,3085,621,38,Non élu
66007,Montréal-Est,Ville,,Hors MRC,6,Montréal,,,Maire,Ruel,Anik,F,Nouveau candidat,,3085,148,38,Non élu
66007,Montréal-Est,Ville,,Hors MRC,6,Montréal,,,Conseiller,Dahm,Jean-Paul,M,Nouveau candidat,Équipe Coutu,501,116,8,Élu
66007,Montréal-Est,Ville,,Hors MRC,6,Montréal,,,Conseiller,Dion,Alain,M,Sortant (même poste),Équipe Anne St-Laurent en Action,501,88,8,Non élu
66007,Montréal-Est,Ville,,Hors MRC,6,Montréal,,,Conseiller,Major,Yan,M,Sortant (même poste),Équipe Anne St-Laurent en Action,520,268,5,Élu
66007,Montréal-Est,Ville,,Hors MRC,6,Montréal,,,Conseiller,Poissant,Renaud,M,Nouveau candidat,Équipe Coutu,520,77,5,Non élu
66007,Montréal-Est,Ville,,Hors MRC,6,Montréal,,,Conseiller,Bélisle,Michel,M,Sortant (autre poste),,566,117,7,Élu
66007,Montréal-Est,Ville,,Hors MRC,6,Montréal,,,Conseiller,Grenier,France,F,Nouveau candidat,Équipe Anne St-Laurent en Action,566,60,7,Non élu
66007,Montréal-Est,Ville,,Hors MRC,6,Montréal,,,Conseiller,Marcoux,Claude,M,Sortant (même poste),Équipe Coutu,566,41,7,Non élu
66007,Montréal-Est,Ville,,Hors MRC,6,Montréal,,,Conseiller,Bordeleau,Mario,M,Nouveau candidat,Équipe Anne St-Laurent en Action,528,152,3,Élu
66007,Montréal-Est,Ville,,Hors MRC,6,Montréal,,,Conseiller,Judd,John,M,Sortant (même poste),Équipe Coutu,528,85,3,Non élu
66007,Montréal-Est,Ville,,Hors MRC,6,Montréal,,,Conseiller,Marcil,Denis,M,Nouveau candidat,Équipe Anne St-Laurent en Action,462,77,0,Élu
66007,Montréal-Est,Ville,,Hors MRC,6,Montréal,,,Conseiller,Perron,Véronic,F,Nouveau candidat,Équipe Coutu,462,68,0,Non élu
66007,Montréal-Est,Ville,,Hors MRC,6,Montréal,,,Conseiller,Prata,Mario,M,Nouveau candidat,,462,67,0,Non élu
66007,Montréal-Est,Ville,,Hors MRC,6,Montréal,,,Conseiller,Schloesser,Robert,M,Nouveau candidat,Équipe Coutu,508,189,5,Élu
66007,Montréal-Est,Ville,,Hors MRC,6,Montréal,,,Conseiller,Boucher,Alain,M,Nouveau candidat,Équipe Anne St-Laurent en Action,508,141,5,Non élu
66023,Montréal,Ville,,Hors MRC,6,Montréal,,,Maire,Plante,Valérie,F,Sortant (même poste),Projet Montréal - Équipe Valérie Plante,1111100,217986,7687,Élu
66023,Montréal,Ville,,Hors MRC,6,Montréal,,,Maire,Coderre,Denis,M,Nouveau candidat,Ensemble Montréal - Équipe Denis Coderre,1111100,158751,7687,Non élu
66023,Montréal,Ville,,Hors MRC,6,Montréal,,,Maire,HOLNESS,Balarama,M,Nouveau candidat,Mouvement Montréal,1111100,30235,7687,Non élu
66023,Montréal,Ville,,Hors MRC,6,Montréal,,,Maire,Thibodeau,Gilbert,M,Nouveau candidat,Action Montréal - Équipe Gilbert Thibodeau,1111100,4327,7687,Non élu
66023,Montréal,Ville,,Hors MRC,6,Montréal,,,Maire,Bernardo,Beverly,F,Sortant (autre poste),,1111100,1760,7687,Non élu
66023,Montréal,Ville,,Hors MRC,6,Montréal,,,Maire,Ménard,Luc,M,Nouveau candidat,Montréal 2021,1111100,1666,7687,Non élu
66023,Montréal,Ville,,Hors MRC,6,Montréal,,,Maire,Duval,Jean,M,Nouveau candidat,,1111100,1129,7687,Non élu
66023,Montréal,Ville,,Hors MRC,6,Montréal,,,Maire,HU,Fang,M,Nouveau candidat,,1111100,1035,7687,Non élu
66023,Montréal,Ville,,Hors MRC,6,Montréal,,,Maire,Mourkes,Dimitri,M,Nouveau candidat,,1111100,841,7687,Non élu
66023,Montréal,Ville,,Hors MRC,6,Montréal,,,Maire,Jules,Widler,M,Nouveau candidat,,1111100,349,7687,Non élu
66023,Montréal,Ville,,Hors MRC,6,Montréal,Ahuntsic-Cartierville,,Maire d'arrondissement,THUILLIER,Émilie,F,Sortant (même poste),Projet Montréal - Équipe Valérie Plante,85647,19873,913,Élu
66023,Montréal,Ville,,Hors MRC,6,Montréal,Ahuntsic-Cartierville,,Maire d'arrondissement,Huot,Chantal,F,Nouveau candidat,Ensemble Montréal - Équipe Denis Coderre,85647,13505,913,Non élu
66023,Montréal,Ville,,Hors MRC,6,Montréal,Ahuntsic-Cartierville,,Maire d'arrondissement,Chéry Théodat,Kassandre,F,Nouveau candidat,Mouvement Montréal,85647,1912,913,Non élu
66023,Montréal,Ville,,Hors MRC,6,Montréal,,du Sault-au-Récollet,Conseiller,NORMAND,Jérôme,M,Sortant (même poste),Projet Montréal - Équipe Valérie Plante,19863,5447,226,Élu
66023,Montréal,Ville,,Hors MRC,6,Montréal,,du Sault-au-Récollet,Conseiller,COLELLA,Gaetana,F,Nouveau candidat,Ensemble Montréal - Équipe Denis Coderre,19863,3388,226,Non élu
66023,Montréal,Ville,,Hors MRC,6,Montréal,,du Sault-au-Récollet,Conseiller,TOMARAS,Dimitrios,M,Nouveau candidat,Mouvement Montréal,19863,457,226,Non élu
66023,Montréal,Ville,,Hors MRC,6,Montréal,,de Saint-Sulpice,Conseiller,ROY,Julie,F,Nouveau candidat,Projet Montréal - Équipe Valérie Plante,23353,4609,224,Élu
66023,Montréal,Ville,,Hors MRC,6,Montréal,,de Saint-Sulpice,Conseiller,PARIZEAU,Hadrien,M,Sortant (même poste),Ensemble Montréal - Équipe Denis Coderre,23353,4094,224,Non élu
66023,Montréal,Ville,,Hors MRC,6,Montréal,,de Saint-Sulpice,Conseiller,MCCARTY,Briana,F,Nouveau candidat,Mouvement Montréal,23353,523,224,Non élu
66023,Montréal,Ville,,Hors MRC,6,Montréal,,d'Ahuntsic,Conseiller,GOULET,Nathalie,F,Sortant (même poste),Projet Montréal - Équipe Valérie Plante,21532,6781,226,Élu
66023,Montréal,Ville,,Hors MRC,6,Montréal,,d'Ahuntsic,Conseiller,NORMANDIN,Yves,M,Nouveau candidat,Ensemble Montréal - Équipe Denis Coderre,21532,3110,226,Non élu
66023,Montréal,Ville,,Hors MRC,6,Montréal,,d'Ahuntsic,Conseiller,LESSARD,Eric,M,Nouveau candidat,Action Montréal - Équipe Gilbert Thibodeau,21532,316,226,Non élu
66023,Montréal,Ville,,Hors MRC,6,Montréal,,d'Ahuntsic,Conseiller,AHMED,Mamoun,M,Nouveau candidat,Mouvement Montréal,21532,0,226,Désistement
66023,Montréal,Ville,,Hors MRC,6,Montréal,,de Bordeaux-Cartierville,Conseiller,GIANNOU,Effie,F,Sortant (même poste),Ensemble Montréal - Équipe Denis Coderre,20899,3436,158,Élu
66023,Montréal,Ville,,Hors MRC,6,Montréal,,de Bordeaux-Cartierville,Conseiller,KABONGO,Anne-Marie,F,Nouveau candidat,Projet Montréal - Équipe Valérie Plante,20899,2468,158,Non élu
66023,Montréal,Ville,,Hors MRC,6,Montréal,,de Bordeaux-Cartierville,Conseiller,Atie,Rana,F,Nouveau candidat,,20899,445,158,Non élu
66023,Montréal,Ville,,Hors MRC,6,Montréal,,de Bordeaux-Cartierville,Conseiller,PROPHÈTE,Jean David,M,Nouveau candidat,Mouvement Montréal,20899,373,158,Non élu
66023,Montréal,Ville,,Hors MRC,6,Montréal,Pierrefonds-Roxboro,,Maire d'arrondissement,Beis,Dimitrios (Jim),M,Sortant (même poste),Ensemble Montréal - Équipe Denis Coderre,47706,8650,269,Élu
66023,Montréal,Ville,,Hors MRC,6,Montréal,Pierrefonds-Roxboro,,Maire d'arrondissement,CRUZ-GUTIERREZ,Patricio,M,Nouveau candidat,Projet Montréal - Équipe Valérie Plante,47706,3631,269,Non élu
66023,Montréal,Ville,,Hors MRC,6,Montréal,Pierrefonds-Roxboro,,Maire d'arrondissement,SOHAIL,Nadeem,M,Nouveau candidat,Mouvement Montréal,47706,1999,269,Non élu
66023,Montréal,Ville,,Hors MRC,6,Montréal,,(Est) district de Bois-de-Liesse,Conseiller,LANGEVIN,Benoit,M,Sortant (même poste),Ensemble Montréal - Équipe Denis Coderre,24854,3901,230,Élu
66023,Montréal,Ville,,Hors MRC,6,Montréal,,(Est) district de Bois-de-Liesse,Conseiller,LIAMINI,Mokhtar,M,Nouveau candidat,Projet Montréal - Équipe Valérie Plante,24854,2241,230,Non élu
66023,Montréal,Ville,,Hors MRC,6,Montréal,,(Est) district de Bois-de-Liesse,Conseiller,PATERSON,Nic,M,Nouveau candidat,Mouvement Montréal,24854,1338,230,Non élu
66023,Montréal,Ville,,Hors MRC,6,Montréal,,(Est) district de Bois-de-Liesse,Conseiller d'arrondissement,LEROUX,Louise,F,Sortant (même poste),Ensemble Montréal - Équipe Denis Coderre,24854,3781,215,Élu
66023,Montréal,Ville,,Hors MRC,6,Montréal,,(Est) district de Bois-de-Liesse,Conseiller d'arrondissement,BELANGER,Matthieu,M,Nouveau candidat,Projet Montréal - Équipe Valérie Plante,24854,2331,215,Non élu
66023,Montréal,Ville,,Hors MRC,6,Montréal,,(Est) district de Bois-de-Liesse,Conseiller d'arrondissement,MALIK,Ahmed,M,Nouveau candidat,Mouvement Montréal,24854,1397,215,Non élu
66023,Montréal,Ville,,Hors MRC,6,Montréal,,(Ouest) district de Cap-Saint-Jacques,Conseiller,CLÉMENT-TALBOT,Catherine,F,Sortant (même poste),Ensemble Montréal - Équipe Denis Coderre,22852,3316,125,Élu
66023,Montréal,Ville,,Hors MRC,6,Montréal,,(Ouest) district de Cap-Saint-Jacques,Conseiller,CAZAC,Irina,F,Nouveau candidat,Projet Montréal - Équipe Valérie Plante,22852,2089,125,Non élu
66023,Montréal,Ville,,Hors MRC,6,Montréal,,(Ouest) district de Cap-Saint-Jacques,Conseiller,LANNI,Marilyn,F,Nouveau candidat,Mouvement Montréal,22852,1319,125,Non élu
66023,Montréal,Ville,,Hors MRC,6,Montréal,,(Ouest) district de Cap-Saint-Jacques,Conseiller d'arrondissement,TARAKJIAN,Chahi (Sharkie),M,Nouveau candidat,Ensemble Montréal - Équipe Denis Coderre,22852,3067,139,Élu
66023,Montréal,Ville,,Hors MRC,6,Montréal,,(Ouest) district de Cap-Saint-Jacques,Conseiller d'arrondissement,PEREZ,Mirian,F,Nouveau candidat,Projet Montréal - Équipe Valérie Plante,22852,2352,139,Non élu
66023,Montréal,Ville,,Hors MRC,6,Montréal,,(Ouest) district de Cap-Saint-Jacques,Conseiller d'arrondissement,TARIQ,Nayab,F,Nouveau candidat,Mouvement Montréal,22852,1291,139,Non élu
66023,Montréal,Ville,,Hors MRC,6,Montréal,Le Plateau-Mont-Royal,,Maire d'arrondissement,RABOUIN,Luc,M,Sortant (même poste),Projet Montréal - Équipe Valérie Plante,62495,20440,558,Élu
66023,Montréal,Ville,,Hors MRC,6,Montréal,Le Plateau-Mont-Royal,,Maire d'arrondissement,KARABAJAK,Shant,M,Nouveau candidat,Ensemble Montréal - Équipe Denis Coderre,62495,4924,558,Non élu
66023,Montréal,Ville,,Hors MRC,6,Montréal,Le Plateau-Mont-Royal,,Maire d'arrondissement,Vazquez,Daniel,M,Nouveau candidat,Mouvement Montréal,62495,2025,558,Non élu
66023,Montréal,Ville,,Hors MRC,6,Montréal,,Mile-End,Conseiller,PLOURDE,Marie,F,Sortant (autre poste),Projet Montréal - Équipe Valérie Plante,20557,6926,203,Élu
66023,Montréal,Ville,,Hors MRC,6,Montréal,,Mile-End,Conseiller,BERNIER - EMOND,Mélissa,F,Nouveau candidat,Ensemble Montréal - Équipe Denis Coderre,20557,1534,203,Non élu
66023,Montréal,Ville,,Hors MRC,6,Montréal,,Mile-End,Conseiller,ZAEZJEV,Alexandre,M,Nouveau candidat,Mouvement Montréal,20557,755,203,Non élu
66023,Montréal,Ville,,Hors MRC,6,Montréal,,Mile-End,Conseiller d'arrondissement,STERLIN,Marie,F,Nouveau candidat,Projet Montréal - Équipe Valérie Plante,20557,6818,190,Élu
66023,Montréal,Ville,,Hors MRC,6,Montréal,,Mile-End,Conseiller d'arrondissement,ROULEAU,Benoît,M,Nouveau candidat,Ensemble Montréal - Équipe Denis Coderre,20557,1517,190,Non élu
66023,Montréal,Ville,,Hors MRC,6,Montréal,,Mile-End,Conseiller d'arrondissement,BOLDUC,Maggie,F,Nouveau candidat,Mouvement Montréal,20557,841,190,Non élu
66023,Montréal,Ville,,Hors MRC,6,Montréal,,DeLorimier,Conseiller,GIGUÈRE,Marianne,F,Sortant (même poste),Projet Montréal - Équipe Valérie Plante,21808,6890,164,Élu
66023,Montréal,Ville,,Hors MRC,6,Montréal,,DeLorimier,Conseiller,CÔTÉ-TURCOTTE,Juliette,F,Nouveau candidat,,21808,1978,164,Non élu
66023,Montréal,Ville,,Hors MRC,6,Montréal,,DeLorimier,Conseiller,KOWALSKI,Olivia,F,Nouveau candidat,Ensemble Montréal - Équipe Denis Coderre,21808,1616,164,Non élu
66023,Montréal,Ville,,Hors MRC,6,Montréal,,DeLorimier,Conseiller d'arrondissement,PARENT,Laurence,F,Nouveau candidat,Projet Montréal - Équipe Valérie Plante,21808,8400,246,Élu
66023,Montréal,Ville,,Hors MRC,6,Montréal,,DeLorimier,Conseiller d'arrondissement,VALLÉE,Hugo,M,Nouveau candidat,Ensemble Montréal - Équipe Denis Coderre,21808,1936,246,Non élu
66023,Montréal,Ville,,Hors MRC,6,Montréal,,Jeanne-Mance,Conseiller,NORRIS,Alex,M,Sortant (même poste),Projet Montréal - Équipe Valérie Plante,20130,5390,156,Élu
66023,Montréal,Ville,,Hors MRC,6,Montréal,,Jeanne-Mance,Conseiller,ORÉ,Martin,M,Nouveau candidat,Ensemble Montréal - Équipe Denis Coderre,20130,1698,156,Non élu
66023,Montréal,Ville,,Hors MRC,6,Montréal,,Jeanne-Mance,Conseiller,TESSIER,John,M,Nouveau candidat,Mouvement Montréal,20130,599,156,Non élu
66023,Montréal,Ville,,Hors MRC,6,Montréal,,Jeanne-Mance,Conseiller,SANOGO,Bougadari,M,Nouveau candidat,Action Montréal - Équipe Gilbert Thibodeau,20130,105,156,Non élu
66023,Montréal,Ville,,Hors MRC,6,Montréal,,Jeanne-Mance,Conseiller d'arrondissement,VILAIN,Maeva,F,Sortant (même poste),Projet Montréal - Équipe Valérie Plante,20130,5394,151,Élu
66023,Montréal,Ville,,Hors MRC,6,Montréal,,Jeanne-Mance,Conseiller d'arrondissement,SZARAZ,Jean-Pierre,M,Nouveau candidat,Ensemble Montréal - Équipe Denis Coderre,20130,1758,151,Non élu
66023,Montréal,Ville,,Hors MRC,6,Montréal,,Jeanne-Mance,Conseiller d'arrondissement,LESSARD,Rebecca,F,Nouveau candidat,Mouvement Montréal,20130,719,151,Non élu
66023,Montréal,Ville,,Hors MRC,6,Montréal,Rivière-des-Prairies—Pointe-aux-Trembles,,Maire d'arrondissement,BOURGEOIS,Caroline,F,Sortant (même poste),Projet Montréal - Équipe Valérie Plante,79658,14259,994,Élu
66023,Montréal,Ville,,Hors MRC,6,Montréal,Rivière-des-Prairies—Pointe-aux-Trembles,,Maire d'arrondissement,LAPERRIÈRE,Lyne,F,Nouveau candidat,Ensemble Montréal - Équipe Denis Coderre,79658,14124,994,Non élu
66023,Montréal,Ville,,Hors MRC,6,Montréal,Rivière-des-Prairies—Pointe-aux-Trembles,,Maire d'arrondissement,SOUNAN,Charles,M,Nouveau candidat,Mouvement Montréal,79658,1578,994,Non élu
66023,Montréal,Ville,,Hors MRC,6,Montréal,,La Pointe-aux-Prairies,Conseiller,CHRISTENSEN,Lisa,F,Sortant (autre poste),Projet Montréal - Équipe Valérie Plante,26644,4695,306,Élu
66023,Montréal,Ville,,Hors MRC,6,Montréal,,La Pointe-aux-Prairies,Conseiller,GIRARD,Vincent,M,Nouveau candidat,Ensemble Montréal - Équipe Denis Coderre,26644,4682,306,Non élu
66023,Montréal,Ville,,Hors MRC,6,Montréal,,La Pointe-aux-Prairies,Conseiller,SAADE,Paulo,M,Nouveau candidat,Mouvement Montréal,26644,535,306,Non élu
66023,Montréal,Ville,,Hors MRC,6,Montréal,,La Pointe-aux-Prairies,Conseiller d'arrondissement,COLIN,Daphney,F,Nouveau candidat,Projet Montréal - Équipe Valérie Plante,26644,4749,283,Élu
66023,Montréal,Ville,,Hors MRC,6,Montréal,,La Pointe-aux-Prairies,Conseiller d'arrondissement,LALIBERTÉ,Patrick,M,Nouveau candidat,Ensemble Montréal - Équipe Denis Coderre,26644,4612,283,Non élu
66023,Montréal,Ville,,Hors MRC,6,Montréal,,La Pointe-aux-Prairies,Conseiller d'arrondissement,CHANDONNET,Louis,M,Nouveau candidat,Action Montréal - Équipe Gilbert Thibodeau,26644,495,283,Non élu
66023,Montréal,Ville,,Hors MRC,6,Montréal,,Pointe-aux-Trembles,Conseiller,JOURNEAU,Virginie,F,Nouveau candidat,Projet Montréal - Équipe Valérie Plante,25987,5748,365,Élu
66023,Montréal,Ville,,Hors MRC,6,Montréal,,Pointe-aux-Trembles,Conseiller,MORRIS,Glenda,F,Nouveau candidat,Ensemble Montréal - Équipe Denis Coderre,25987,4414,365,Non élu
66023,Montréal,Ville,,Hors MRC,6,Montréal,,Pointe-aux-Trembles,Conseiller d'arrondissement,BARIL,Marie-Claude,F,Nouveau candidat,Projet Montréal - Équipe Valérie Plante,25987,5731,378,Élu
66023,Montréal,Ville,,Hors MRC,6,Montréal,,Pointe-aux-Trembles,Conseiller d'arrondissement,MCSWEEN,Daniel,M,Nouveau candidat,Ensemble Montréal - Équipe Denis Coderre,25987,4416,378,Non élu
66023,Montréal,Ville,,Hors MRC,6,Montréal,,Rivière-des-Prairies,Conseiller,RAPANÀ,Giovanni,M,Sortant (même poste),Ensemble Montréal - Équipe Denis Coderre,27027,6253,397,Élu
66023,Montréal,Ville,,Hors MRC,6,Montréal,,Rivière-des-Prairies,Conseiller,DURANDISSE,Henri-Robert,M,Nouveau candidat,Projet Montréal - Équipe Valérie Plante,27027,2833,397,Non élu
66023,Montréal,Ville,,Hors MRC,6,Montréal,,Rivière-des-Prairies,Conseiller,MICHEL,Marie-Carmel,F,Nouveau candidat,Action Montréal - Équipe Gilbert Thibodeau,27027,701,397,Non élu
66023,Montréal,Ville,,Hors MRC,6,Montréal,,Rivière-des-Prairies,Conseiller d'arrondissement,PIERRE-ANTOINE,Nathalie,F,Sortant (même poste),Ensemble Montréal - Équipe Denis Coderre,27027,6414,506,Élu
66023,Montréal,Ville,,Hors MRC,6,Montréal,,Rivière-des-Prairies,Conseiller d'arrondissement,PAGLIA,Joseph,F,Nouveau candidat,Projet Montréal - Équipe Valérie Plante,27027,3264,506,Non élu
66023,Montréal,Ville,,Hors MRC,6,Montréal,Rosemont—La-Petite-Patrie,,Maire d'arrondissement,LIMOGES,François,M,Sortant (autre poste),Projet Montréal - Équipe Valérie Plante,96544,31620,1155,Élu
66023,Montréal,Ville,,Hors MRC,6,Montréal,Rosemont—La-Petite-Patrie,,Maire d'arrondissement,GRONDIN,Gilles,M,Nouveau candidat,Ensemble Montréal - Équipe Denis Coderre,96544,13507,1155,Non élu
66023,Montréal,Ville,,Hors MRC,6,Montréal,,Saint-Édouard,Conseiller,BLANCO,Josefina,F,Nouveau candidat,Projet Montréal - Équipe Valérie Plante,24466,8778,226,Élu
66023,Montréal,Ville,,Hors MRC,6,Montréal,,Saint-Édouard,Conseiller,DAHMAN,Sallim,M,Nouveau candidat,Ensemble Montréal - Équipe Denis Coderre,24466,2155,226,Non élu
