mun_c,mun_n,mun_type,mrc_c,mrc_n,reg_c,reg_n,arr_n,dist_n,type_poste_d,nom,prenom,sexe,sortant,parti_n,nb_electeurs,nb_votes_candidat,nb_votes_rejetes,statut_candidat_d
64008,Terrebonne,Ville,640,Les Moulins,14,Lanaudière,,Saint-Joachim,Conseiller,Duhamel,Ève,F,Nouveau candidat,,5802,156,12,Non élu
64008,Terrebonne,Ville,640,Les Moulins,14,Lanaudière,,Centre-Ville,Conseiller,Morin,Robert,M,Sortant (même poste),Mouvement Terrebonne - Équipe Mathieu Traversy,5099,1620,24,Élu
64008,Terrebonne,Ville,640,Les Moulins,14,Lanaudière,,Centre-Ville,Conseiller,Armstrong,Dave,M,Nouveau candidat,Alliance démocratique Terrebonne - Équipe du maire Marc-André Plante,5099,284,24,Non élu
64008,Terrebonne,Ville,640,Les Moulins,14,Lanaudière,,Centre-Ville,Conseiller,Quevillon,Valérie,F,Nouveau candidat,Nouvel Élan Terrebonne - Équipe Valérie Quevillon,5099,154,24,Non élu
64008,Terrebonne,Ville,640,Les Moulins,14,Lanaudière,,Seigneurie-Île-Saint-Jean,Conseiller,Aucoin,Daniel,M,Nouveau candidat,Mouvement Terrebonne - Équipe Mathieu Traversy,4825,1561,38,Élu
64008,Terrebonne,Ville,640,Les Moulins,14,Lanaudière,,Seigneurie-Île-Saint-Jean,Conseiller,Ricard,Nathalie,F,Sortant (même poste),Alliance démocratique Terrebonne - Équipe du maire Marc-André Plante,4825,342,38,Non élu
64008,Terrebonne,Ville,640,Les Moulins,14,Lanaudière,,Vieux-Terrebonne,Conseiller,Fontaine,André,M,Sortant (même poste),Mouvement Terrebonne - Équipe Mathieu Traversy,5390,1771,40,Élu
64008,Terrebonne,Ville,640,Les Moulins,14,Lanaudière,,Vieux-Terrebonne,Conseiller,Gince,Martin,M,Nouveau candidat,Alliance démocratique Terrebonne - Équipe du maire Marc-André Plante,5390,242,40,Non élu
64008,Terrebonne,Ville,640,Les Moulins,14,Lanaudière,,Coteau-des Vignobles,Conseiller,Auger,Robert,M,Nouveau candidat,Mouvement Terrebonne - Équipe Mathieu Traversy,4654,1397,23,Élu
64008,Terrebonne,Ville,640,Les Moulins,14,Lanaudière,,Coteau-des Vignobles,Conseiller,Demers,Jacques,M,Sortant (même poste),Alliance démocratique Terrebonne - Équipe du maire Marc-André Plante,4654,705,23,Non élu
64008,Terrebonne,Ville,640,Les Moulins,14,Lanaudière,,Charles-Aubert,Conseiller,Corbeil,Michel,M,Nouveau candidat,Mouvement Terrebonne - Équipe Mathieu Traversy,5429,1900,30,Élu
64008,Terrebonne,Ville,640,Les Moulins,14,Lanaudière,,Charles-Aubert,Conseiller,Lachance,Roch,M,Nouveau candidat,Alliance démocratique Terrebonne - Équipe du maire Marc-André Plante,5429,309,30,Non élu
64008,Terrebonne,Ville,640,Les Moulins,14,Lanaudière,,Saint-Charles—Des Fleurs,Conseiller,Leblanc,Sonia,F,Nouveau candidat,Mouvement Terrebonne - Équipe Mathieu Traversy,5251,1427,25,Élu
64008,Terrebonne,Ville,640,Les Moulins,14,Lanaudière,,Saint-Charles—Des Fleurs,Conseiller,Mathieu,Guylène,F,Nouveau candidat,Alliance démocratique Terrebonne - Équipe du maire Marc-André Plante,5251,625,25,Non élu
64008,Terrebonne,Ville,640,Les Moulins,14,Lanaudière,,Des Pionniers,Conseiller,Michaud,Marc-André,M,Sortant (même poste),Mouvement Terrebonne - Équipe Mathieu Traversy,5828,1705,43,Élu
64008,Terrebonne,Ville,640,Les Moulins,14,Lanaudière,,Des Pionniers,Conseiller,Ménard,Francis,M,Nouveau candidat,Alliance démocratique Terrebonne - Équipe du maire Marc-André Plante,5828,482,43,Non élu
64008,Terrebonne,Ville,640,Les Moulins,14,Lanaudière,,Du Boisé-Laurier,Conseiller,Berthiaume,Raymond,M,Nouveau candidat,Mouvement Terrebonne - Équipe Mathieu Traversy,5748,1153,26,Élu
64008,Terrebonne,Ville,640,Les Moulins,14,Lanaudière,,Du Boisé-Laurier,Conseiller,Bellavance,Nathalie,F,Sortant (même poste),Alliance démocratique Terrebonne - Équipe du maire Marc-André Plante,5748,667,26,Non élu
64008,Terrebonne,Ville,640,Les Moulins,14,Lanaudière,,Du Boisé-Laurier,Conseiller,Duchesne,Katy,F,Nouveau candidat,,5748,45,26,Non élu
64008,Terrebonne,Ville,640,Les Moulins,14,Lanaudière,,Du Ruisseau Noir,Conseiller,Lepage,Nathalie,F,Sortant (même poste),Mouvement Terrebonne - Équipe Mathieu Traversy,5820,1093,22,Élu
64008,Terrebonne,Ville,640,Les Moulins,14,Lanaudière,,Du Ruisseau Noir,Conseiller,St-Pierre,Dany,M,Sortant (même poste),Alliance démocratique Terrebonne - Équipe du maire Marc-André Plante,5820,486,22,Non élu
64008,Terrebonne,Ville,640,Les Moulins,14,Lanaudière,,Du Ruisseau Noir,Conseiller,Michaud,Hélène,F,Nouveau candidat,,5820,56,22,Non élu
64008,Terrebonne,Ville,640,Les Moulins,14,Lanaudière,,Terrebonne-Ouest,Conseiller,Guarnieri,Anna,F,Nouveau candidat,Mouvement Terrebonne - Équipe Mathieu Traversy,6291,973,31,Élu
64008,Terrebonne,Ville,640,Les Moulins,14,Lanaudière,,Terrebonne-Ouest,Conseiller,Leclerc,Réal,M,Sortant (même poste),,6291,576,31,Non élu
64008,Terrebonne,Ville,640,Les Moulins,14,Lanaudière,,Terrebonne-Ouest,Conseiller,Arbour,Louise,F,Nouveau candidat,Alliance démocratique Terrebonne - Équipe du maire Marc-André Plante,6291,412,31,Non élu
64008,Terrebonne,Ville,640,Les Moulins,14,Lanaudière,,Grand Ruisseau,Conseiller,Abaunza,Claudia,F,Nouveau candidat,Mouvement Terrebonne - Équipe Mathieu Traversy,6114,1235,22,Élu
64008,Terrebonne,Ville,640,Les Moulins,14,Lanaudière,,Grand Ruisseau,Conseiller,Gagnon,Serge,M,Sortant (même poste),Alliance démocratique Terrebonne - Équipe du maire Marc-André Plante,6114,623,22,Non élu
64008,Terrebonne,Ville,640,Les Moulins,14,Lanaudière,,Comtois-La Pinière,Conseiller,Doyon,Valérie,F,Nouveau candidat,Mouvement Terrebonne - Équipe Mathieu Traversy,6099,1419,28,Élu
64008,Terrebonne,Ville,640,Les Moulins,14,Lanaudière,,Comtois-La Pinière,Conseiller,Fortin,Éric,M,Sortant (même poste),Alliance démocratique Terrebonne - Équipe du maire Marc-André Plante,6099,614,28,Non élu
64008,Terrebonne,Ville,640,Les Moulins,14,Lanaudière,,Côte de Terrebonne,Conseiller,Couturier,Marie-Eve,F,Nouveau candidat,Mouvement Terrebonne - Équipe Mathieu Traversy,4794,2025,19,Élu
64008,Terrebonne,Ville,640,Les Moulins,14,Lanaudière,,Côte de Terrebonne,Conseiller,Maisonneuve,Yan,M,Sortant (même poste),Alliance démocratique Terrebonne - Équipe du maire Marc-André Plante,4794,311,19,Non élu
64008,Terrebonne,Ville,640,Les Moulins,14,Lanaudière,,Saint-Jean-Baptiste,Conseiller,Maldonado,Carl Miguel,M,Nouveau candidat,Mouvement Terrebonne - Équipe Mathieu Traversy,5966,2199,35,Élu
64008,Terrebonne,Ville,640,Les Moulins,14,Lanaudière,,Saint-Jean-Baptiste,Conseiller,De Paoli,Annie Claude,F,Nouveau candidat,Alliance démocratique Terrebonne - Équipe du maire Marc-André Plante,5966,265,35,Non élu
64008,Terrebonne,Ville,640,Les Moulins,14,Lanaudière,,Saint-Jean-Baptiste,Conseiller,Desbiens,Caroline,F,Sortant (même poste),,5966,251,35,Non élu
64008,Terrebonne,Ville,640,Les Moulins,14,Lanaudière,,La Sablière-Hauteville,Conseiller,Ladouceur,Benoit,M,Nouveau candidat,Mouvement Terrebonne - Équipe Mathieu Traversy,4749,1843,20,Élu
64008,Terrebonne,Ville,640,Les Moulins,14,Lanaudière,,La Sablière-Hauteville,Conseiller,Paquin,Simon,M,Sortant (même poste),Alliance démocratique Terrebonne - Équipe du maire Marc-André Plante,4749,441,20,Non élu
64008,Terrebonne,Ville,640,Les Moulins,14,Lanaudière,,La Sablière-Hauteville,Conseiller,Houle,Maxime,M,Nouveau candidat,,4749,27,20,Non élu
64015,Mascouche,Ville,640,Les Moulins,14,Lanaudière,,,Maire,Tremblay,Guillaume,M,Sortant (même poste),Vision démocratique de Mascouche - Équipe Guillaume Tremblay,38129,8999,137,Élu
64015,Mascouche,Ville,640,Les Moulins,14,Lanaudière,,,Maire,Collin,François,M,Nouveau candidat,,38129,1298,137,Non élu
64015,Mascouche,Ville,640,Les Moulins,14,Lanaudière,,,Maire,Lavallée,Line,F,Nouveau candidat,,38129,287,137,Non élu
64015,Mascouche,Ville,640,Les Moulins,14,Lanaudière,,,Maire,Almeida Marlow,Flora,F,Nouveau candidat,,38129,221,137,Non élu
64015,Mascouche,Ville,640,Les Moulins,14,Lanaudière,,Louis-Hébert,Conseiller,Demers,Michèle,F,Nouveau candidat,Vision démocratique de Mascouche - Équipe Guillaume Tremblay,4858,0,,Élu sans opposition
64015,Mascouche,Ville,640,Les Moulins,14,Lanaudière,,Laurier,Conseiller,Jolicoeur,Eugène,M,Sortant (même poste),Vision démocratique de Mascouche - Équipe Guillaume Tremblay,5084,0,,Élu sans opposition
64015,Mascouche,Ville,640,Les Moulins,14,Lanaudière,,Le Gardeur,Conseiller,Mailloux,Anny,F,Sortant (autre poste),Vision démocratique de Mascouche - Équipe Guillaume Tremblay,4995,0,,Élu sans opposition
64015,Mascouche,Ville,640,Les Moulins,14,Lanaudière,,La Vérendrye,Conseiller,Pierre-Louis,Darllie,F,Nouveau candidat,Vision démocratique de Mascouche - Équipe Guillaume Tremblay,4537,0,,Élu sans opposition
64015,Mascouche,Ville,640,Les Moulins,14,Lanaudière,,Du Côteau,Conseiller,Lefebvre,Bertrand,M,Sortant (même poste),Vision démocratique de Mascouche - Équipe Guillaume Tremblay,4880,1014,21,Élu
64015,Mascouche,Ville,640,Les Moulins,14,Lanaudière,,Du Côteau,Conseiller,Goulet,Dany,M,Nouveau candidat,,4880,369,21,Non élu
64015,Mascouche,Ville,640,Les Moulins,14,Lanaudière,,Des Hauts-Bois,Conseiller,Ladouceur,Éric,M,Nouveau candidat,Vision démocratique de Mascouche - Équipe Guillaume Tremblay,4093,1020,14,Élu
64015,Mascouche,Ville,640,Les Moulins,14,Lanaudière,,Des Hauts-Bois,Conseiller,Bugeaud,Pierre-Alexandre,M,Nouveau candidat,,4093,218,14,Non élu
64015,Mascouche,Ville,640,Les Moulins,14,Lanaudière,,Du Rucher,Conseiller,Gagnon,Lise,F,Nouveau candidat,Vision démocratique de Mascouche - Équipe Guillaume Tremblay,5151,1183,41,Élu
64015,Mascouche,Ville,640,Les Moulins,14,Lanaudière,,Du Rucher,Conseiller,Robert,Fabienne,F,Nouveau candidat,,5151,260,41,Non élu
64015,Mascouche,Ville,640,Les Moulins,14,Lanaudière,,Du Manoir,Conseiller,Lebel,Patricia,F,Nouveau candidat,Vision démocratique de Mascouche - Équipe Guillaume Tremblay,4531,1156,34,Élu
64015,Mascouche,Ville,640,Les Moulins,14,Lanaudière,,Du Manoir,Conseiller,Durupt,Stéphane,M,Nouveau candidat,,4531,190,34,Non élu
65005,Laval,Ville,,Hors MRC,13,Laval,,,Maire,Boyer,Stéphane,M,Sortant (autre poste),Mouvement lavallois - Équipe Stéphane Boyer,311562,36620,1434,Élu
65005,Laval,Ville,,Hors MRC,13,Laval,,,Maire,Trottier,Michel,M,Sortant (autre poste),Parti Laval - Équipe Michel Trottier,311562,22188,1434,Non élu
65005,Laval,Ville,,Hors MRC,13,Laval,,,Maire,Trottier,Sophie,F,Nouveau candidat,Action Laval - Équipe Sophie Trottier,311562,21300,1434,Non élu
65005,Laval,Ville,,Hors MRC,13,Laval,,,Maire,Poissant,Michel,M,Sortant (autre poste),Laval citoyens - Équipe Michel Poissant,311562,4166,1434,Non élu
65005,Laval,Ville,,Hors MRC,13,Laval,,,Maire,Anthian,Pierre,M,Nouveau candidat,Ma ville maintenant - Équipe Pierre Anthian,311562,1785,1434,Non élu
65005,Laval,Ville,,Hors MRC,13,Laval,,,Maire,Lemire,Nicolas,M,Nouveau candidat,,311562,932,1434,Non élu
65005,Laval,Ville,,Hors MRC,13,Laval,,,Maire,Yahmi,Redouane,M,Nouveau candidat,,311562,797,1434,Non élu
65005,Laval,Ville,,Hors MRC,13,Laval,,,Maire,Goupil,Hélène,F,Nouveau candidat,,311562,388,1434,Non élu
65005,Laval,Ville,,Hors MRC,13,Laval,,Saint-François,Conseiller,Piché,Isabelle,F,Nouveau candidat,Action Laval - Équipe Sophie Trottier,13162,1575,63,Élu
65005,Laval,Ville,,Hors MRC,13,Laval,,Saint-François,Conseiller,Morasse,Éric,M,Sortant (même poste),Mouvement lavallois - Équipe Stéphane Boyer,13162,1106,63,Non élu
65005,Laval,Ville,,Hors MRC,13,Laval,,Saint-François,Conseiller,Bédard,Anne-Marie,F,Nouveau candidat,Parti Laval - Équipe Michel Trottier,13162,1092,63,Non élu
65005,Laval,Ville,,Hors MRC,13,Laval,,Saint-François,Conseiller,Demers,Rachel,F,Nouveau candidat,Laval citoyens - Équipe Michel Poissant,13162,96,63,Non élu
65005,Laval,Ville,,Hors MRC,13,Laval,,Saint-François,Conseiller,Takla,Elie,M,Nouveau candidat,Ma ville maintenant - Équipe Pierre Anthian,13162,20,63,Non élu
65005,Laval,Ville,,Hors MRC,13,Laval,,Saint-François,Conseiller,Bédard,Anne-Marie,F,Nouveau candidat,Parti Laval - Équipe Michel Trottier,13162,0,63,Désistement
65005,Laval,Ville,,Hors MRC,13,Laval,,Auteuil,Conseiller,Frédéric-Gauthier,Jocelyne,F,Sortant (même poste),Mouvement lavallois - Équipe Stéphane Boyer,15433,1865,72,Élu
65005,Laval,Ville,,Hors MRC,13,Laval,,Auteuil,Conseiller,Try,Seylac,F,Nouveau candidat,Action Laval - Équipe Sophie Trottier,15433,1000,72,Non élu
65005,Laval,Ville,,Hors MRC,13,Laval,,Auteuil,Conseiller,Sassy,Dayila,F,Nouveau candidat,Parti Laval - Équipe Michel Trottier,15433,916,72,Non élu
65005,Laval,Ville,,Hors MRC,13,Laval,,Auteuil,Conseiller,Cantin,Michel,M,Nouveau candidat,Ma ville maintenant - Équipe Pierre Anthian,15433,276,72,Non élu
65005,Laval,Ville,,Hors MRC,13,Laval,,Auteuil,Conseiller,Vaillancourt,Cédric,M,Nouveau candidat,Laval citoyens - Équipe Michel Poissant,15433,250,72,Non élu
65005,Laval,Ville,,Hors MRC,13,Laval,,Auteuil,Conseiller,Unubemba,Christelle,F,Nouveau candidat,,15433,54,72,Non élu
65005,Laval,Ville,,Hors MRC,13,Laval,,Auteuil,Conseiller,Unubemba,Christelle,F,Nouveau candidat,Laval citoyens - Équipe Michel Poissant,15433,0,72,Désistement
65005,Laval,Ville,,Hors MRC,13,Laval,,Laval-des-Rapides,Conseiller,Warnet,Alexandre,M,Nouveau candidat,Mouvement lavallois - Équipe Stéphane Boyer,12499,1173,66,Élu
65005,Laval,Ville,,Hors MRC,13,Laval,,Laval-des-Rapides,Conseiller,Fiola,Andréanne,F,Nouveau candidat,Parti Laval - Équipe Michel Trottier,12499,1111,66,Non élu
65005,Laval,Ville,,Hors MRC,13,Laval,,Laval-des-Rapides,Conseiller,Tassoni,Isabella,F,Sortant (même poste),Action Laval - Équipe Sophie Trottier,12499,995,66,Non élu
65005,Laval,Ville,,Hors MRC,13,Laval,,Laval-des-Rapides,Conseiller,Nasr,Hanane,F,Nouveau candidat,Ma ville maintenant - Équipe Pierre Anthian,12499,474,66,Non élu
65005,Laval,Ville,,Hors MRC,13,Laval,,Laval-des-Rapides,Conseiller,Boucher Granger,Micheline,F,Nouveau candidat,Laval citoyens - Équipe Michel Poissant,12499,124,66,Non élu
65005,Laval,Ville,,Hors MRC,13,Laval,,Souvenir-Labelle,Conseiller,El-Helou,Sandra,F,Sortant (même poste),Mouvement lavallois - Équipe Stéphane Boyer,13238,1905,66,Élu
65005,Laval,Ville,,Hors MRC,13,Laval,,Souvenir-Labelle,Conseiller,Cherifi,Hocine,M,Nouveau candidat,Parti Laval - Équipe Michel Trottier,13238,739,66,Non élu
65005,Laval,Ville,,Hors MRC,13,Laval,,Souvenir-Labelle,Conseiller,Monette,Viviane,F,Nouveau candidat,Action Laval - Équipe Sophie Trottier,13238,620,66,Non élu
65005,Laval,Ville,,Hors MRC,13,Laval,,Souvenir-Labelle,Conseiller,Potvin,Lyne,F,Nouveau candidat,Laval citoyens - Équipe Michel Poissant,13238,85,66,Non élu
65005,Laval,Ville,,Hors MRC,13,Laval,,Souvenir-Labelle,Conseiller,Taillon,François,M,Nouveau candidat,Ma ville maintenant - Équipe Pierre Anthian,13238,78,66,Non élu
65005,Laval,Ville,,Hors MRC,13,Laval,,L'Abord-à-Plouffe,Conseiller,Karidogiannis,Vasilios,M,Sortant (même poste),Mouvement lavallois - Équipe Stéphane Boyer,13518,1582,86,Élu
65005,Laval,Ville,,Hors MRC,13,Laval,,L'Abord-à-Plouffe,Conseiller,Durand,Lynne,F,Nouveau candidat,Parti Laval - Équipe Michel Trottier,13518,675,86,Non élu
65005,Laval,Ville,,Hors MRC,13,Laval,,L'Abord-à-Plouffe,Conseiller,Senattore Perez,Silvana,F,Nouveau candidat,Action Laval - Équipe Sophie Trottier,13518,631,86,Non élu
65005,Laval,Ville,,Hors MRC,13,Laval,,L'Abord-à-Plouffe,Conseiller,Martin,Hugo,M,Nouveau candidat,Laval citoyens - Équipe Michel Poissant,13518,109,86,Non élu
65005,Laval,Ville,,Hors MRC,13,Laval,,L'Abord-à-Plouffe,Conseiller,Drouin,Éric,M,Nouveau candidat,Ma ville maintenant - Équipe Pierre Anthian,13518,81,86,Non élu
65005,Laval,Ville,,Hors MRC,13,Laval,,Chomedey,Conseiller,Revelakis,Aglaia,F,Sortant (même poste),Action Laval - Équipe Sophie Trottier,13230,1620,93,Élu
65005,Laval,Ville,,Hors MRC,13,Laval,,Chomedey,Conseiller,Waedh,Omar,M,Nouveau candidat,Mouvement lavallois - Équipe Stéphane Boyer,13230,704,93,Non élu
65005,Laval,Ville,,Hors MRC,13,Laval,,Chomedey,Conseiller,Tsakiris,Evangelia,F,Nouveau candidat,Parti Laval - Équipe Michel Trottier,13230,669,93,Non élu
65005,Laval,Ville,,Hors MRC,13,Laval,,Chomedey,Conseiller,Duval,Marie-Josée,F,Nouveau candidat,Laval citoyens - Équipe Michel Poissant,13230,111,93,Non élu
65005,Laval,Ville,,Hors MRC,13,Laval,,Saint-Martin,Conseiller,Dib,Aline,F,Sortant (même poste),Mouvement lavallois - Équipe Stéphane Boyer,16391,1869,73,Élu
65005,Laval,Ville,,Hors MRC,13,Laval,,Saint-Martin,Conseiller,Macrozonaris,Nicolas,M,Nouveau candidat,Action Laval - Équipe Sophie Trottier,16391,1184,73,Non élu
65005,Laval,Ville,,Hors MRC,13,Laval,,Saint-Martin,Conseiller,Essayh,Abderrahman,M,Nouveau candidat,Parti Laval - Équipe Michel Trottier,16391,780,73,Non élu
65005,Laval,Ville,,Hors MRC,13,Laval,,Saint-Martin,Conseiller,Rodney,Chantal,F,Nouveau candidat,Laval citoyens - Équipe Michel Poissant,16391,104,73,Non élu
65005,Laval,Ville,,Hors MRC,13,Laval,,Saint-Martin,Conseiller,Pierre-Lys,Emmanuel,M,Nouveau candidat,Ma ville maintenant - Équipe Pierre Anthian,16391,45,73,Non élu
65005,Laval,Ville,,Hors MRC,13,Laval,,Saint-Martin,Conseiller,Mellado,Marco,M,Nouveau candidat,,16391,39,73,Non élu
65005,Laval,Ville,,Hors MRC,13,Laval,,Sainte-Dorothée,Conseiller,Khalil,Ray,M,Sortant (même poste),Mouvement lavallois - Équipe Stéphane Boyer,17237,1726,60,Élu
65005,Laval,Ville,,Hors MRC,13,Laval,,Sainte-Dorothée,Conseiller,Aboulian,Lydia,F,Nouveau candidat,Action Laval - Équipe Sophie Trottier,17237,1424,60,Non élu
65005,Laval,Ville,,Hors MRC,13,Laval,,Sainte-Dorothée,Conseiller,Blanchette,Céline,F,Nouveau candidat,Parti Laval - Équipe Michel Trottier,17237,1267,60,Non élu
65005,Laval,Ville,,Hors MRC,13,Laval,,Sainte-Dorothée,Conseiller,Nedelcu,Adrian,M,Nouveau candidat,Laval citoyens - Équipe Michel Poissant,17237,122,60,Non élu
65005,Laval,Ville,,Hors MRC,13,Laval,,Sainte-Dorothée,Conseiller,Hervieux-Plouffe,Marie Anne,F,Nouveau candidat,Ma ville maintenant - Équipe Pierre Anthian,17237,51,60,Non élu
65005,Laval,Ville,,Hors MRC,13,Laval,,Laval-les-Îles,Conseiller,Borne,Nicholas,M,Sortant (même poste),Mouvement lavallois - Équipe Stéphane Boyer,16391,2301,80,Élu
65005,Laval,Ville,,Hors MRC,13,Laval,,Laval-les-Îles,Conseiller,Dufour,Liane,F,Nouveau candidat,Parti Laval - Équipe Michel Trottier,16391,1200,80,Non élu
65005,Laval,Ville,,Hors MRC,13,Laval,,Laval-les-Îles,Conseiller,Le Bouc,Christian,M,Nouveau candidat,Action Laval - Équipe Sophie Trottier,16391,554,80,Non élu
65005,Laval,Ville,,Hors MRC,13,Laval,,Laval-les-Îles,Conseiller,Beaumont,Louis-Martin,M,Nouveau candidat,Laval citoyens - Équipe Michel Poissant,16391,265,80,Non élu
65005,Laval,Ville,,Hors MRC,13,Laval,,L'Orée-des-Bois,Conseiller,Langlois,Yannick,M,Sortant (même poste),Mouvement lavallois - Équipe Stéphane Boyer,16898,2268,84,Élu
65005,Laval,Ville,,Hors MRC,13,Laval,,L'Orée-des-Bois,Conseiller,Guillemette,Denis,M,Nouveau candidat,Parti Laval - Équipe Michel Trottier,16898,976,84,Non élu
65005,Laval,Ville,,Hors MRC,13,Laval,,L'Orée-des-Bois,Conseiller,Roy,Marc Patrick,M,Nouveau candidat,Action Laval - Équipe Sophie Trottier,16898,719,84,Non élu
65005,Laval,Ville,,Hors MRC,13,Laval,,L'Orée-des-Bois,Conseiller,Romanado,Howard,M,Nouveau candidat,Laval citoyens - Équipe Michel Poissant,16898,143,84,Non élu
65005,Laval,Ville,,Hors MRC,13,Laval,,L'Orée-des-Bois,Conseiller,Bergeron,Grégoire,M,Nouveau candidat,Ma ville maintenant - Équipe Pierre Anthian,16898,100,84,Non élu
65005,Laval,Ville,,Hors MRC,13,Laval,,Marc-Aurèle-Fortin,Conseiller,Lortie,Louise,F,Nouveau candidat,Parti Laval - Équipe Michel Trottier,16697,2416,78,Élu
65005,Laval,Ville,,Hors MRC,13,Laval,,Marc-Aurèle-Fortin,Conseiller,LeBlanc,Francine,F,Nouveau candidat,Mouvement lavallois - Équipe Stéphane Boyer,16697,1718,78,Non élu
65005,Laval,Ville,,Hors MRC,13,Laval,,Marc-Aurèle-Fortin,Conseiller,Nassif,Elias,M,Nouveau candidat,Action Laval - Équipe Sophie Trottier,16697,843,78,Non élu
65005,Laval,Ville,,Hors MRC,13,Laval,,Marc-Aurèle-Fortin,Conseiller,Ould El Gadia,Khalid,M,Nouveau candidat,Laval citoyens - Équipe Michel Poissant,16697,235,78,Non élu
65005,Laval,Ville,,Hors MRC,13,Laval,,Marc-Aurèle-Fortin,Conseiller,Prévost,Pierre,M,Nouveau candidat,Ma ville maintenant - Équipe Pierre Anthian,16697,47,78,Non élu
65005,Laval,Ville,,Hors MRC,13,Laval,,Saint-Vincent-de-Paul,Conseiller,Galati,Paolo,M,Sortant (même poste),Action Laval - Équipe Sophie Trottier,13375,1995,54,Élu
65005,Laval,Ville,,Hors MRC,13,Laval,,Saint-Vincent-de-Paul,Conseiller,Senghor,Annick,F,Nouveau candidat,Mouvement lavallois - Équipe Stéphane Boyer,13375,1244,54,Non élu
65005,Laval,Ville,,Hors MRC,13,Laval,,Saint-Vincent-de-Paul,Conseiller,Leboeuf,Alain,M,Nouveau candidat,Parti Laval - Équipe Michel Trottier,13375,741,54,Non élu
65005,Laval,Ville,,Hors MRC,13,Laval,,Saint-Vincent-de-Paul,Conseiller,Caron,Yann,M,Nouveau candidat,Laval citoyens - Équipe Michel Poissant,13375,232,54,Non élu
65005,Laval,Ville,,Hors MRC,13,Laval,,Saint-Vincent-de-Paul,Conseiller,Abdo,Rojar,M,Nouveau candidat,Ma ville maintenant - Équipe Pierre Anthian,13375,50,54,Non élu
65005,Laval,Ville,,Hors MRC,13,Laval,,Fabreville,Conseiller,Larochelle,Claude,M,Sortant (même poste),Parti Laval - Équipe Michel Trottier,17656,2623,106,Élu
65005,Laval,Ville,,Hors MRC,13,Laval,,Fabreville,Conseiller,Langlois,Marc,M,Nouveau candidat,Mouvement lavallois - Équipe Stéphane Boyer,17656,1721,106,Non élu
65005,Laval,Ville,,Hors MRC,13,Laval,,Fabreville,Conseiller,Njomo,Philippe,M,Nouveau candidat,Action Laval - Équipe Sophie Trottier,17656,785,106,Non élu
65005,Laval,Ville,,Hors MRC,13,Laval,,Fabreville,Conseiller,Pawchuk,Danny,M,Nouveau candidat,Laval citoyens - Équipe Michel Poissant,17656,323,106,Non élu
65005,Laval,Ville,,Hors MRC,13,Laval,,Sainte-Rose,Conseiller,Novac,Flavia Alexandra,F,Nouveau candidat,Mouvement lavallois - Équipe Stéphane Boyer,17006,2512,111,Élu
65005,Laval,Ville,,Hors MRC,13,Laval,,Sainte-Rose,Conseiller,Roberge,Jacques,M,Nouveau candidat,Parti Laval - Équipe Michel Trottier,17006,1560,111,Non élu
65005,Laval,Ville,,Hors MRC,13,Laval,,Sainte-Rose,Conseiller,Dubé,Marie-Hélène,F,Nouveau candidat,Action Laval - Équipe Sophie Trottier,17006,685,111,Non élu
65005,Laval,Ville,,Hors MRC,13,Laval,,Sainte-Rose,Conseiller,Gervais,Gilles,M,Nouveau candidat,Laval citoyens - Équipe Michel Poissant,17006,185,111,Non élu
65005,Laval,Ville,,Hors MRC,13,Laval,,Sainte-Rose,Conseiller,Kaya Riverin,Daphnée,F,Nouveau candidat,Ma ville maintenant - Équipe Pierre Anthian,17006,69,111,Non élu
65005,Laval,Ville,,Hors MRC,13,Laval,,Val-des-Arbres,Conseiller,Cifelli,Achille,M,Nouveau candidat,Action Laval - Équipe Sophie Trottier,13815,1671,49,Élu
65005,Laval,Ville,,Hors MRC,13,Laval,,Val-des-Arbres,Conseiller,Brunet,Anick,F,Nouveau candidat,Mouvement lavallois - Équipe Stéphane Boyer,13815,1608,49,Non élu
65005,Laval,Ville,,Hors MRC,13,Laval,,Val-des-Arbres,Conseiller,Veilleux,Pascale,F,Nouveau candidat,Parti Laval - Équipe Michel Trottier,13815,1034,49,Non élu
65005,Laval,Ville,,Hors MRC,13,Laval,,Val-des-Arbres,Conseiller,Bute,Julius,M,Nouveau candidat,Laval citoyens - Équipe Michel Poissant,13815,100,49,Non élu
65005,Laval,Ville,,Hors MRC,13,Laval,,Val-des-Arbres,Conseiller,El Rayes,Laure,F,Nouveau candidat,Ma ville maintenant - Équipe Pierre Anthian,13815,32,49,Non élu
65005,Laval,Ville,,Hors MRC,13,Laval,,Duvernay-Pont-Viau,Conseiller,Poirier,Christine,F,Nouveau candidat,Mouvement lavallois - Équipe Stéphane Boyer,12818,3106,89,Élu
65005,Laval,Ville,,Hors MRC,13,Laval,,Duvernay-Pont-Viau,Conseiller,Di Genova,Vittorino,M,Nouveau candidat,Action Laval - Équipe Sophie Trottier,12818,557,89,Non élu
65005,Laval,Ville,,Hors MRC,13,Laval,,Duvernay-Pont-Viau,Conseiller,Napoleoni,Claudio,M,Nouveau candidat,Parti Laval - Équipe Michel Trottier,12818,541,89,Non élu
65005,Laval,Ville,,Hors MRC,13,Laval,,Duvernay-Pont-Viau,Conseiller,Gatore,Oréa,F,Nouveau candidat,Laval citoyens - Équipe Michel Poissant,12818,96,89,Non élu
