mun_c,mun_n,reg_c,reg_n,arr_c,arr_n,poste_c,type_poste_c,type_poste_d,nom,prenom,sexe,sortant,parti_n,nb_electeurs_maire,nb_votes_candidat,nb_votes_rejetes,statut_candidat_d
5010,Shigawake,11,Gaspésie--Îles-de-la-Madeleine,,,0,M,Maire,Acteson Wylie,Audrey,f,NONSO,,309,82,9,Non élu
5010,Shigawake,11,Gaspésie--Îles-de-la-Madeleine,,,0,M,Maire,Ross,Denzil,m,NONSO,,309,144,9,Élu
5010,Shigawake,11,Gaspésie--Îles-de-la-Madeleine,,,1,C,Conseiller,McRae-Robinson,Marjorie,f,SORTA,,309,0,0,Élu sans opposition
5010,Shigawake,11,Gaspésie--Îles-de-la-Madeleine,,,2,C,Conseiller,Aubut,Raynald,m,SORTA,,309,0,0,Élu sans opposition
5010,Shigawake,11,Gaspésie--Îles-de-la-Madeleine,,,3,C,Conseiller,Dea,Richard,m,NONSO,,309,0,11,Désistement
5010,Shigawake,11,Gaspésie--Îles-de-la-Madeleine,,,3,C,Conseiller,Huot,Maxime,m,NONSO,,309,105,11,Non élu
5010,Shigawake,11,Gaspésie--Îles-de-la-Madeleine,,,3,C,Conseiller,Poirier,Hélène,f,NONSO,,309,119,11,Élu
5010,Shigawake,11,Gaspésie--Îles-de-la-Madeleine,,,4,C,Conseiller,Blais,Joseph,m,NONSO,,309,147,4,Élu
5010,Shigawake,11,Gaspésie--Îles-de-la-Madeleine,,,4,C,Conseiller,Dea,Richard,m,NONSO,,309,51,4,Non élu
5010,Shigawake,11,Gaspésie--Îles-de-la-Madeleine,,,4,C,Conseiller,Wylie,Tracy,f,NONSO,,309,33,4,Non élu
5010,Shigawake,11,Gaspésie--Îles-de-la-Madeleine,,,5,C,Conseiller,Beebe,Rolande,f,SORTA,,309,0,0,Élu sans opposition
5010,Shigawake,11,Gaspésie--Îles-de-la-Madeleine,,,6,C,Conseiller,Duguay,Haila,f,SORTA,,309,0,0,Élu sans opposition
53052,Sorel-Tracy,16,Montérégie,,,0,M,Maire,Bastiani,Corina,f,NONSO,Parti d'aujourd'hui - Équipe Corina Bastiani,28922,1825,159,Non élu
53052,Sorel-Tracy,16,Montérégie,,,0,M,Maire,Dauplaise,Réjean,m,SORTA,,28922,2012,159,Non élu
53052,Sorel-Tracy,16,Montérégie,,,0,M,Maire,Lacombe Gauthier,Michèle,f,NONSO,,28922,730,159,Non élu
53052,Sorel-Tracy,16,Montérégie,,,0,M,Maire,Lemieux,Gilles,m,NONSO,,28922,1698,159,Non élu
53052,Sorel-Tracy,16,Montérégie,,,0,M,Maire,Mandeville,André,m,NONSO,,28922,497,159,Non élu
53052,Sorel-Tracy,16,Montérégie,,,0,M,Maire,Péloquin,Serge,m,NONSO,,28922,8513,159,Élu
53052,Sorel-Tracy,16,Montérégie,,,0,M,Maire,Tremblay,Jean,m,NONSO,,28922,1649,159,Non élu
53052,Sorel-Tracy,16,Montérégie,,,1,C,Conseiller,Allard,Yves,m,NONSO,Parti d'aujourd'hui - Équipe Corina Bastiani,28922,500,50,Non élu
53052,Sorel-Tracy,16,Montérégie,,,1,C,Conseiller,Chevalier,Sophie,f,SORTA,,28922,1292,50,Élu
53052,Sorel-Tracy,16,Montérégie,,,1,C,Conseiller,Gignac,Fernand,m,NONSO,,28922,350,50,Non élu
53052,Sorel-Tracy,16,Montérégie,,,2,C,Conseiller,Boisvert,Mario,m,NONSO,,28922,354,54,Non élu
53052,Sorel-Tracy,16,Montérégie,,,2,C,Conseiller,Cartier-Gagnon,Denise,f,NONSO,,28922,217,54,Non élu
53052,Sorel-Tracy,16,Montérégie,,,2,C,Conseiller,Gauthier,Patrick,m,NONSO,,28922,131,54,Non élu
53052,Sorel-Tracy,16,Montérégie,,,2,C,Conseiller,Labelle,Sylvie,f,NONSO,,28922,570,54,Non élu
53052,Sorel-Tracy,16,Montérégie,,,2,C,Conseiller,Lefebvre,Julie,f,NONSO,Parti d'aujourd'hui - Équipe Corina Bastiani,28922,384,54,Non élu
53052,Sorel-Tracy,16,Montérégie,,,2,C,Conseiller,Potvin,André,m,SORTA,,28922,587,54,Élu
53052,Sorel-Tracy,16,Montérégie,,,3,C,Conseiller,Bibeau,Yvon,m,SORTA,,28922,904,43,Élu
53052,Sorel-Tracy,16,Montérégie,,,3,C,Conseiller,Lajeunesse,Martin,m,NONSO,Parti d'aujourd'hui - Équipe Corina Bastiani,28922,378,43,Non élu
53052,Sorel-Tracy,16,Montérégie,,,3,C,Conseiller,Morgan,James,m,NONSO,,28922,334,43,Non élu
53052,Sorel-Tracy,16,Montérégie,,,4,C,Conseiller,Mondou,Jocelyn,m,NONSO,,28922,1322,63,Élu
53052,Sorel-Tracy,16,Montérégie,,,4,C,Conseiller,Roux,Raymonde,f,NONSO,,28922,115,63,Non élu
53052,Sorel-Tracy,16,Montérégie,,,4,C,Conseiller,Tellier,Stéphane,m,NONSO,Parti d'aujourd'hui - Équipe Corina Bastiani,28922,346,63,Non élu
53052,Sorel-Tracy,16,Montérégie,,,5,C,Conseiller,Grondin,Anne-Marie,f,NONSO,Parti d'aujourd'hui - Équipe Corina Bastiani,28922,674,63,Non élu
53052,Sorel-Tracy,16,Montérégie,,,5,C,Conseiller,Maher,Alain,m,SORTA,,28922,1165,63,Élu
53052,Sorel-Tracy,16,Montérégie,,,6,C,Conseiller,Brochu,Jennifer,f,NONSO,,28922,209,56,Non élu
53052,Sorel-Tracy,16,Montérégie,,,6,C,Conseiller,Gauthier,Alexandre,m,NONSO,Parti d'aujourd'hui - Équipe Corina Bastiani,28922,329,56,Non élu
53052,Sorel-Tracy,16,Montérégie,,,6,C,Conseiller,Guévremont,Benoît,m,NONSO,,28922,672,56,Élu
53052,Sorel-Tracy,16,Montérégie,,,6,C,Conseiller,Manning,Philippe,m,NONSO,,28922,497,56,Non élu
53052,Sorel-Tracy,16,Montérégie,,,6,C,Conseiller,Ouellette,Jean,m,NONSO,,28922,381,56,Non élu
53052,Sorel-Tracy,16,Montérégie,,,7,C,Conseiller,Barabé,Carole,f,NONSO,,28922,700,65,Non élu
53052,Sorel-Tracy,16,Montérégie,,,7,C,Conseiller,Côté,Michel,m,NONSO,,28922,445,65,Non élu
53052,Sorel-Tracy,16,Montérégie,,,7,C,Conseiller,Guertin,Lyne,f,NONSO,,28922,511,65,Non élu
53052,Sorel-Tracy,16,Montérégie,,,7,C,Conseiller,Péloquin,Patrick,m,NONSO,Parti d'aujourd'hui - Équipe Corina Bastiani,28922,770,65,Élu
53052,Sorel-Tracy,16,Montérégie,,,8,C,Conseiller,Bergeron,Frédéric,m,NONSO,,28922,280,103,Non élu
53052,Sorel-Tracy,16,Montérégie,,,8,C,Conseiller,Goulet,Clément,m,NONSO,Parti d'aujourd'hui - Équipe Corina Bastiani,28922,463,103,Non élu
53052,Sorel-Tracy,16,Montérégie,,,8,C,Conseiller,Ouellet,Dominique,f,SORTA,,28922,1213,103,Élu
53052,Sorel-Tracy,16,Montérégie,,,8,C,Conseiller,Parenteau,Jean,m,NONSO,,28922,456,103,Non élu
46045,Stanbridge East,16,Montérégie,,,0,M,Maire,Vaughan,Gregory,m,SORTA,,0,0,0,Élu sans opposition
46045,Stanbridge East,16,Montérégie,,,1,C,Conseiller,Stewart,Ronald,m,SORTA,,0,0,0,Élu sans opposition
46045,Stanbridge East,16,Montérégie,,,2,C,Conseiller,Wightman,Agnes,f,NONSO,,0,0,0,Élu sans opposition
46045,Stanbridge East,16,Montérégie,,,3,C,Conseiller,Ditcham,Angela,f,NONSO,,0,154,10,Non élu
46045,Stanbridge East,16,Montérégie,,,3,C,Conseiller,Young,Robert,m,NONSO,,0,231,10,Élu
46045,Stanbridge East,16,Montérégie,,,4,C,Conseiller,Deschamps,Robert,m,SORTA,,0,0,5,Désistement
46045,Stanbridge East,16,Montérégie,,,4,C,Conseiller,Pelletier,Laurie,f,NONSO,,0,90,5,Non élu
46045,Stanbridge East,16,Montérégie,,,4,C,Conseiller,Skelton Bellingham,Barbara,f,NONSO,,0,300,5,Élu
46045,Stanbridge East,16,Montérégie,,,5,C,Conseiller,Deschamps,Robert,m,NONSO,,0,228,6,Élu
46045,Stanbridge East,16,Montérégie,,,5,C,Conseiller,Paquette,Sylvain,m,SORTA,,0,161,6,Non élu
46045,Stanbridge East,16,Montérégie,,,6,C,Conseiller,Reid,François,m,SORTA,,0,0,0,Élu sans opposition
46030,Stanbridge Station,16,Montérégie,,,0,M,Maire,Rioux,Gilles,m,NONSO,,0,0,0,Élu sans opposition
46030,Stanbridge Station,16,Montérégie,,,1,C,Conseiller,Godbout,Ingrid,f,NONSO,,0,0,0,Élu sans opposition
46030,Stanbridge Station,16,Montérégie,,,2,C,Conseiller,Samson,Pauline,f,NONSO,,0,0,0,Élu sans opposition
46030,Stanbridge Station,16,Montérégie,,,3,C,Conseiller,Tougas,Étienne,m,NONSO,,0,0,0,Élu sans opposition
46030,Stanbridge Station,16,Montérégie,,,4,C,Conseiller,Renaud,François,m,NONSO,,0,0,0,Élu sans opposition
46030,Stanbridge Station,16,Montérégie,,,5,C,Conseiller,Tougas,Donald,m,NONSO,,0,0,0,Élu sans opposition
46030,Stanbridge Station,16,Montérégie,,,6,C,Conseiller,St-Onge,Colette,f,NONSO,,0,0,0,Élu sans opposition
45008,Stanstead,5,Estrie,,,0,M,Maire,Dutil,Philippe,m,SORTA,,2157,0,0,Élu sans opposition
45008,Stanstead,5,Estrie,,,1,C,Conseiller,Stuart,Paul,m,SORTA,,2157,0,0,Élu sans opposition
45008,Stanstead,5,Estrie,,,2,C,Conseiller,Rouleau,Rollande,f,NONSO,,2157,230,10,Élu
45008,Stanstead,5,Estrie,,,2,C,Conseiller,Tougas,Serge,m,NONSO,,2157,190,10,Non élu
45008,Stanstead,5,Estrie,,,3,C,Conseiller,Stratton,Wayne,m,SORTA,,2157,0,0,Élu sans opposition
45008,Stanstead,5,Estrie,,,4,C,Conseiller,Bonenfant,Frances (Françoise),f,NONSO,,2157,0,0,Élu sans opposition
45008,Stanstead,5,Estrie,,,5,C,Conseiller,Bédard,André-Jean,m,NONSO,,2157,338,18,Élu
45008,Stanstead,5,Estrie,,,5,C,Conseiller,Dubois,Robert,m,NONSO,,2157,75,18,Non élu
45008,Stanstead,5,Estrie,,,6,C,Conseiller,Ouellet,Guy,m,SORTA,,2157,0,0,Élu sans opposition
45025,Stanstead,5,Estrie,,,0,M,Maire,Caron Markwell,Francine,f,NONSO,,1057,301,0,Élu
45025,Stanstead,5,Estrie,,,0,M,Maire,McCutcheon,Thérèse,f,NONSO,,1057,121,0,Non élu
45025,Stanstead,5,Estrie,,,0,M,Maire,Pouliot,Stéphane,m,NONSO,,1057,173,0,Non élu
45025,Stanstead,5,Estrie,,,1,C,Conseiller,Martineau,Pierre,m,NONSO,,1057,0,0,Élu sans opposition
45025,Stanstead,5,Estrie,,,2,C,Conseiller,Gaudreau Langlois,Gaétane,f,SORTA,,1057,0,0,Élu sans opposition
45025,Stanstead,5,Estrie,,,3,C,Conseiller,Cooper,Janet,f,NONSO,,1057,0,0,Élu sans opposition
45025,Stanstead,5,Estrie,,,3,C,Conseiller,Kakebeeke,Cristina,f,NONSO,,1057,0,0,Désistement
45025,Stanstead,5,Estrie,,,4,C,Conseiller,Atkin,George Charles,m,NONSO,,1057,365,0,Élu
45025,Stanstead,5,Estrie,,,4,C,Conseiller,Loucks,Terry,m,NONSO,,1057,204,0,Non élu
45025,Stanstead,5,Estrie,,,5,C,Conseiller,Brodeur,Dany,m,NONSO,,1057,0,0,Élu sans opposition
45025,Stanstead,5,Estrie,,,6,C,Conseiller,Blain,Gaston,m,NONSO,,1057,200,0,Non élu
45025,Stanstead,5,Estrie,,,6,C,Conseiller,Laporte,Christian,m,SORTA,,1057,385,0,Élu
44050,Stanstead-Est,5,Estrie,,,0,M,Maire,Ferland,Gilbert,m,NONSO,,0,0,0,Élu sans opposition
44050,Stanstead-Est,5,Estrie,,,1,C,Conseiller,Gaulin,André,m,SORTA,,0,0,0,Élu sans opposition
44050,Stanstead-Est,5,Estrie,,,1,C,Conseiller,Racine,Jacques,m,NONSO,,0,0,0,Désistement
44050,Stanstead-Est,5,Estrie,,,2,C,Conseiller,Laliberté,Mathieu,m,NONSO,,0,0,0,Élu sans opposition
44050,Stanstead-Est,5,Estrie,,,3,C,Conseiller,Simard,Rock,m,SORTA,,0,0,0,Élu sans opposition
44050,Stanstead-Est,5,Estrie,,,4,C,Conseiller,Lefebvre,Jean Marie,m,NONSO,,0,0,0,Élu sans opposition
44050,Stanstead-Est,5,Estrie,,,5,C,Conseiller,Roberge,Marc-Olivier,m,NONSO,,0,0,0,Élu sans opposition
44050,Stanstead-Est,5,Estrie,,,6,C,Conseiller,Carbonneau,William,m,NONSO,,0,0,0,Élu sans opposition
42005,Stoke,5,Estrie,,,0,M,Maire,Cayer,Luc,m,SORTA,,2182,699,13,Élu
42005,Stoke,5,Estrie,,,0,M,Maire,Cazes,Réjean,m,NONSO,,2182,302,13,Non élu
42005,Stoke,5,Estrie,,,1,C,Conseiller,Paquin,Sylvain,m,NONSO,,2182,0,0,Élu sans opposition
42005,Stoke,5,Estrie,,,2,C,Conseiller,Chabot,Sylvain,m,NONSO,,2182,706,104,Élu
42005,Stoke,5,Estrie,,,2,C,Conseiller,Rouleau,Jacques Jr.,m,NONSO,,2182,204,104,Non élu
42005,Stoke,5,Estrie,,,3,C,Conseiller,Cloutier,Michel,m,NONSO,,2182,0,0,Désistement
42005,Stoke,5,Estrie,,,3,C,Conseiller,Mathieu,Steeves,m,SORTA,,2182,0,0,Élu sans opposition
42005,Stoke,5,Estrie,,,4,C,Conseiller,Gauthier,Lucie,f,NONSO,,2182,0,0,Élu sans opposition
42005,Stoke,5,Estrie,,,5,C,Conseiller,Dodier,Daniel,m,NONSO,,2182,0,0,Élu sans opposition
42005,Stoke,5,Estrie,,,6,C,Conseiller,Carrier,Mario,m,NONSO,,2182,0,0,Élu sans opposition
22035,Stoneham-et-Tewkesbury,3,Capitale-Nationale,,,0,M,Maire,Miller,Robert,m,SORTA,Évolution Cantons-Unis - Équipe Robert Miller,5842,1163,38,Élu
22035,Stoneham-et-Tewkesbury,3,Capitale-Nationale,,,0,M,Maire,Plamondon,Julie,f,NONSO,Équipe Julie Plamondon,5842,770,38,Non élu
22035,Stoneham-et-Tewkesbury,3,Capitale-Nationale,,,0,M,Maire,St-Laurent,Gaétane G.,f,NONSO,Équipe Gaétane G. St-Laurent,5842,1109,38,Non élu
22035,Stoneham-et-Tewkesbury,3,Capitale-Nationale,,,1,C,Conseiller,D'Ascola,Marie-Ève,f,SORTA,Évolution Cantons-Unis - Équipe Robert Miller,5842,1217,81,Élu
22035,Stoneham-et-Tewkesbury,3,Capitale-Nationale,,,1,C,Conseiller,Savoie,Monique,f,NONSO,Équipe Gaétane G. St-Laurent,5842,1042,81,Non élu
22035,Stoneham-et-Tewkesbury,3,Capitale-Nationale,,,1,C,Conseiller,Vallée,Susie,f,NONSO,Équipe Julie Plamondon,5842,730,81,Non élu
22035,Stoneham-et-Tewkesbury,3,Capitale-Nationale,,,2,C,Conseiller,Coulombe,Edith,f,SORTA,Évolution Cantons-Unis - Équipe Robert Miller,5842,1173,84,Élu
22035,Stoneham-et-Tewkesbury,3,Capitale-Nationale,,,2,C,Conseiller,Paradis,Sylvie,f,NONSO,Équipe Julie Plamondon,5842,770,84,Non élu
22035,Stoneham-et-Tewkesbury,3,Capitale-Nationale,,,2,C,Conseiller,Rousseau,Manon,f,NONSO,Équipe Gaétane G. St-Laurent,5842,1052,84,Non élu
22035,Stoneham-et-Tewkesbury,3,Capitale-Nationale,,,3,C,Conseiller,Bissonnette,Suzanne,f,NONSO,Évolution Cantons-Unis - Équipe Robert Miller,5842,1090,90,Non élu
22035,Stoneham-et-Tewkesbury,3,Capitale-Nationale,,,3,C,Conseiller,Lebel,Claude,m,NONSO,Équipe Gaétane G. St-Laurent,5842,1096,90,Élu
22035,Stoneham-et-Tewkesbury,3,Capitale-Nationale,,,3,C,Conseiller,Poulin,Christine,f,NONSO,Équipe Julie Plamondon,5842,797,90,Non élu
22035,Stoneham-et-Tewkesbury,3,Capitale-Nationale,,,4,C,Conseiller,Beaulieu,Paul,m,NONSO,Équipe Gaétane G. St-Laurent,5842,1101,103,Élu
22035,Stoneham-et-Tewkesbury,3,Capitale-Nationale,,,4,C,Conseiller,Du Sablon,François,m,SORTA,Évolution Cantons-Unis - Équipe Robert Miller,5842,964,103,Non élu
22035,Stoneham-et-Tewkesbury,3,Capitale-Nationale,,,4,C,Conseiller,Duchesne,Jannick,m,NONSO,Équipe Julie Plamondon,5842,835,103,Non élu
22035,Stoneham-et-Tewkesbury,3,Capitale-Nationale,,,5,C,Conseiller,Marcoux,Louise,f,NONSO,Évolution Cantons-Unis - Équipe Robert Miller,5842,1089,88,Non élu
22035,Stoneham-et-Tewkesbury,3,Capitale-Nationale,,,5,C,Conseiller,Murray,Patrick,m,NONSO,Équipe Gaétane G. St-Laurent,5842,1099,88,Élu
22035,Stoneham-et-Tewkesbury,3,Capitale-Nationale,,,5,C,Conseiller,Poulin,Louis-Yves,m,NONSO,Équipe Julie Plamondon,5842,804,88,Non élu
22035,Stoneham-et-Tewkesbury,3,Capitale-Nationale,,,6,C,Conseiller,Gagné,Louis-Antoine,m,SORTA,Évolution Cantons-Unis - Équipe Robert Miller,5842,1185,97,Élu
22035,Stoneham-et-Tewkesbury,3,Capitale-Nationale,,,6,C,Conseiller,Lemieux,Louis,m,NONSO,Équipe Gaétane G. St-Laurent,5842,1060,97,Non élu
22035,Stoneham-et-Tewkesbury,3,Capitale-Nationale,,,6,C,Conseiller,Lévesque,Jean-Éric,m,NONSO,Équipe Julie Plamondon,5842,744,97,Non élu
30105,Stornoway,5,Estrie,,,0,M,Maire,GAGNÉ,PIERRE-ANDRÉ,m,SORTA,,0,0,0,Élu sans opposition
30105,Stornoway,5,Estrie,,,1,C,Conseiller,BERNARD,RÉAL,m,SORTA,,0,0,0,Élu sans opposition
30105,Stornoway,5,Estrie,,,2,C,Conseiller,BERGERON,MARIO,m,NONSO,,0,0,0,Élu sans opposition
30105,Stornoway,5,Estrie,,,3,C,Conseiller,CHARRIER,MICHELINE,f,NONSO,,0,0,0,Élu sans opposition
30105,Stornoway,5,Estrie,,,4,C,Conseiller,vacant,Poste,,,,0,,0,
30105,Stornoway,5,Estrie,,,5,C,Conseiller,vacant,Poste,,,,0,,0,
30105,Stornoway,5,Estrie,,,6,C,Conseiller,vacant,Poste,,,,0,,0,
30110,Stratford,5,Estrie,,,0,M,Maire,Côté,Gaétan,m,NONSO,Vision - Action,1210,320,3,Non élu
30110,Stratford,5,Estrie,,,0,M,Maire,Gamache,André,m,SORTA,Équité-Transparence,1210,346,3,Élu
30110,Stratford,5,Estrie,,,0,M,Maire,Lessard,Maryse,f,NONSO,,1210,89,3,Non élu
30110,Stratford,5,Estrie,,,1,C,Conseiller,Baillargeon,Simon,m,NONSO,Équité-Transparence,1210,427,17,Élu
30110,Stratford,5,Estrie,,,1,C,Conseiller,Poulin,Mario,m,NONSO,Vision - Action,1210,306,17,Non élu
30110,Stratford,5,Estrie,,,2,C,Conseiller,Richard,Paul,m,NONSO,,1210,306,20,Non élu
30110,Stratford,5,Estrie,,,2,C,Conseiller,Veilleux,Sylvie,f,NONSO,Équité-Transparence,1210,429,20,Élu
30110,Stratford,5,Estrie,,,3,C,Conseiller,Lacasse,Yvon,m,SORTA,Équité-Transparence,1210,344,7,Non élu
30110,Stratford,5,Estrie,,,3,C,Conseiller,Picard,Richard,m,NONSO,Vision - Action,1210,398,7,Élu
30110,Stratford,5,Estrie,,,4,C,Conseiller,Bilodeau,Stéphanie,f,NONSO,Vision - Action,1210,364,11,Non élu
30110,Stratford,5,Estrie,,,4,C,Conseiller,Poirier,Daniel,m,NONSO,Équité-Transparence,1210,376,11,Élu
30110,Stratford,5,Estrie,,,5,C,Conseiller,Marcotte,Julie,f,NONSO,Vision - Action,1210,375,18,Élu
30110,Stratford,5,Estrie,,,5,C,Conseiller,Morin,Pierre,m,NONSO,Équité-Transparence,1210,358,18,Non élu
30110,Stratford,5,Estrie,,,6,C,Conseiller,Picard,J.-Denis,m,SORTA,Équité-Transparence,1210,0,0,Élu sans opposition
45105,Stukely-Sud,5,Estrie,,,0,M,Maire,Allaire,Gérald,m,SORTA,L'équipe Gérald Allaire,814,242,10,Élu
45105,Stukely-Sud,5,Estrie,,,0,M,Maire,Lajoie,Richard M.,m,NONSO,Citoyens pour le renouveau,814,170,10,Non élu
45105,Stukely-Sud,5,Estrie,,,1,C,Conseiller,Garneau,Denis,m,SORTA,L'équipe Gérald Allaire,814,226,10,Élu
45105,Stukely-Sud,5,Estrie,,,1,C,Conseiller,O'Rourke,James,m,NONSO,Citoyens pour le renouveau,814,185,10,Non élu
45105,Stukely-Sud,5,Estrie,,,2,C,Conseiller,Barrette,Jean-Paul,m,SORTA,L'équipe Gérald Allaire,814,224,11,Élu
45105,Stukely-Sud,5,Estrie,,,2,C,Conseiller,Rousseau,Annick,f,NONSO,Citoyens pour le renouveau,814,187,11,Non élu
45105,Stukely-Sud,5,Estrie,,,3,C,Conseiller,De Rouin,Francine,f,SORTA,L'équipe Gérald Allaire,814,230,13,Élu
45105,Stukely-Sud,5,Estrie,,,3,C,Conseiller,Legault,Jean,m,NONSO,Citoyens pour le renouveau,814,179,13,Non élu
45105,Stukely-Sud,5,Estrie,,,4,C,Conseiller,L'Heureux-Riel,Charles,m,NONSO,L'équipe Gérald Allaire,814,232,13,Élu
45105,Stukely-Sud,5,Estrie,,,4,C,Conseiller,Savard,Gilberte,f,NONSO,Citoyens pour le renouveau,814,177,13,Non élu
45105,Stukely-Sud,5,Estrie,,,5,C,Conseiller,Chagnon,Joël,m,NONSO,,814,185,14,Non élu
45105,Stukely-Sud,5,Estrie,,,5,C,Conseiller,Delorme Picken,Céline,f,SORTA,L'équipe Gérald Allaire,814,221,14,Élu
45105,Stukely-Sud,5,Estrie,,,6,C,Conseiller,Letendre,Annie,f,NONSO,Citoyens pour le renouveau,814,162,16,Non élu
45105,Stukely-Sud,5,Estrie,,,6,C,Conseiller,Plante,Christian,m,NONSO,L'équipe Gérald Allaire,814,202,16,Élu
45105,Stukely-Sud,5,Estrie,,,6,C,Conseiller,Tremblay,Joel,m,NONSO,,814,41,16,Non élu
46058,Sutton,16,Montérégie,,,0,M,Maire,Dandenault,Louis,m,NONSO,Alliance Sutton,3805,1587,43,Élu
46058,Sutton,16,Montérégie,,,0,M,Maire,Pelland,Pierre,m,SORTA,7 pour/for Sutton,3805,847,43,Non élu
46058,Sutton,16,Montérégie,,,1,C,Conseiller,Landry,Sébastien,m,NONSO,,3805,502,30,Non élu
46058,Sutton,16,Montérégie,,,1,C,Conseiller,Pelletier,Luc,m,NONSO,7 pour/for Sutton,3805,573,30,Non élu
46058,Sutton,16,Montérégie,,,1,C,Conseiller,Poirier,Serge,m,NONSO,Alliance Sutton,3805,1376,30,Élu
46058,Sutton,16,Montérégie,,,2,C,Conseiller,Beljaars,Veerle,f,NONSO,Alliance Sutton,3805,1475,62,Élu
46058,Sutton,16,Montérégie,,,2,C,Conseiller,Mireault,Richard,m,NONSO,7 pour/for Sutton,3805,945,62,Non élu
46058,Sutton,16,Montérégie,,,3,C,Conseiller,Gagné,Serge,m,NONSO,,3805,389,43,Non élu
46058,Sutton,16,Montérégie,,,3,C,Conseiller,Hill,Kenneth,m,NONSO,Alliance Sutton,3805,1415,43,Élu
46058,Sutton,16,Montérégie,,,3,C,Conseiller,Perreault,Laval,m,NONSO,7 pour/for Sutton,3805,634,43,Non élu
46058,Sutton,16,Montérégie,,,4,C,Conseiller,Bertrand,Josée,f,NONSO,7 pour/for Sutton,3805,674,45,Non élu
46058,Sutton,16,Montérégie,,,4,C,Conseiller,Bresee,Winston,m,NONSO,Alliance Sutton,3805,1281,45,Élu
46058,Sutton,16,Montérégie,,,4,C,Conseiller,Parent,Dominique,f,NONSO,,3805,481,45,Non élu
46058,Sutton,16,Montérégie,,,5,C,Conseiller,Bédard,Nathalie,f,NONSO,Alliance Sutton,3805,1443,42,Élu
46058,Sutton,16,Montérégie,,,5,C,Conseiller,Parenteau,Jacques,m,NONSO,7 pour/for Sutton,3805,599,42,Non élu
46058,Sutton,16,Montérégie,,,5,C,Conseiller,Piette,Jules,m,SORTA,,3805,398,42,Non élu
46058,Sutton,16,Montérégie,,,6,C,Conseiller,Hawley,John,m,NONSO,Alliance Sutton,3805,1524,64,Élu
46058,Sutton,16,Montérégie,,,6,C,Conseiller,Lafrance,Michel,m,NONSO,7 pour/for Sutton,3805,893,64,Non élu
95005,Tadoussac,9,Côte-Nord,,,0,M,Maire,Marquis,Pierre,m,NONSO,,689,216,19,Non élu
95005,Tadoussac,9,Côte-Nord,,,0,M,Maire,Tremblay,Hugues,m,SORTA,,689,252,19,Élu
95005,Tadoussac,9,Côte-Nord,,,1,C,Conseiller,Gagné,Marilyne,f,NONSO,,689,310,6,Élu
95005,Tadoussac,9,Côte-Nord,,,1,C,Conseiller,Tremblay,Dany,m,SORTA,,689,171,6,Non élu
95005,Tadoussac,9,Côte-Nord,,,2,C,Conseiller,Gagnon,Éric,m,SORTA,,689,0,0,Élu sans opposition
95005,Tadoussac,9,Côte-Nord,,,3,C,Conseiller,Therrien,Bruno,m,SORTA,,689,119,7,Non élu
95005,Tadoussac,9,Côte-Nord,,,3,C,Conseiller,Therrien,Myriam,f,NONSO,,689,361,7,Élu
95005,Tadoussac,9,Côte-Nord,,,4,C,Conseiller,Perron,Gilbert,m,SORTA,,689,127,5,Non élu
95005,Tadoussac,9,Côte-Nord,,,4,C,Conseiller,Tremblay,Stéphanie,f,NONSO,,689,355,5,Élu
95005,Tadoussac,9,Côte-Nord,,,5,C,Conseiller,Desbiens,Martin,m,SORTA,,689,0,0,Élu sans opposition
95005,Tadoussac,9,Côte-Nord,,,6,C,Conseiller,Dubé,Linda,f,SORTA,,689,0,0,Élu sans opposition
87042,Taschereau,8,Abitibi-Témiscamingue,,,0,M,Maire,Côté,Lucien,m,SORTA,,766,227,7,Non élu
87042,Taschereau,8,Abitibi-Témiscamingue,,,0,M,Maire,Luneau,Manon,f,NONSO,,766,253,7,Élu
87042,Taschereau,8,Abitibi-Témiscamingue,,,1,C,Conseiller,Lemire,Louis-Georges,m,NONSO,,766,0,0,Élu sans opposition
87042,Taschereau,8,Abitibi-Témiscamingue,,,2,C,Conseiller,Houle,Pascal,m,NONSO,,766,0,0,Élu sans opposition
87042,Taschereau,8,Abitibi-Témiscamingue,,,3,C,Conseiller,Lampron,Henri,m,SORTA,,766,287,11,Élu
87042,Taschereau,8,Abitibi-Témiscamingue,,,3,C,Conseiller,Moreau,Martin,m,NONSO,,766,189,11,Non élu
87042,Taschereau,8,Abitibi-Témiscamingue,,,4,C,Conseiller,Chalifoux,Julien,m,SORTA,,766,0,0,Élu sans opposition
87042,Taschereau,8,Abitibi-Témiscamingue,,,5,C,Conseiller,Deschênes,Jocelyne,f,SORTA,,766,0,0,Élu sans opposition
87042,Taschereau,8,Abitibi-Témiscamingue,,,6,C,Conseiller,Paquin,Louise,f,NONSO,,766,0,0,Élu sans opposition
85005,Témiscaming,8,Abitibi-Témiscamingue,,,0,M,Maire,BENOIT,PIERRE,m,NONSO,,1946,545,10,Non élu
85005,Témiscaming,8,Abitibi-Témiscamingue,,,0,M,Maire,ROCHON,NICOLE,f,NONSO,,1946,548,10,Élu
85005,Témiscaming,8,Abitibi-Témiscamingue,,,1,C,Conseiller,BARETTE,PHILIPPE,m,NONSO,,1946,454,12,Non élu
